price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$1,710,108",1710108.0,"921 Main St, St Leonards NSW 2381",St Leonards,3,4,0,House,https://www.realestateview.com.au/property/st-leonards/house-0,realestateview.com.au
"Guide $529,744",529744.0,"752 Victoria St, St Leonards NSW 2131",St Leonards,3,2,0,Townhouse,https://www.realestateview.com.au/property/st-leonards/townhouse-1,realestateview.com.au
"From $1,377,317",1377317.0,"979 Princes Highway, St Leonards NSW 2344",St Leonards,1,2,1,House,https://www.realestate.com.au/property/st-leonards/house-2,realestate.com.au
"From $1,614,674",1614674.0,"794 Beach Rd, St Leonards NSW 2499",St Leonards,0,1,3,Studio,https://www.rent.com.au/property/st-leonards/studio-3,rent.com.au
"$572,800 - $639,352",572800.0,"403 Beach Rd, St Leonards NSW 2171",St Leonards,5,3,0,Penthouse,https://www.realestateview.com.au/property/st-leonards/penthouse-4,realestateview.com.au
"$700,823",700823.0,"698 Military Rd, St Leonards NSW 2630",St Leonards,1,1,2,Townhouse,https://www.realestateview.com.au/property/st-leonards/townhouse-5,realestateview.com.au
"$2,312,374 ONO",2312374.0,"842 High St, St Leonards NSW 2641",St Leonards,6,4,0,House,https://www.domain.com.au/property/st-leonards/house-7,domain.com.au
"From $2,041,136",2041136.0,"400 Market St, St Leonards NSW 2528",St Leonards,4,3,0,Penthouse,https://www.rent.com.au/property/st-leonards/penthouse-8,rent.com.au
"$2,171,572 ONO",2171572.0,"121 Elizabeth St, St Leonards NSW 2294",St Leonards,3,3,0,Apartment / Unit / Flat,https://www.realestate.com.au/property/st-leonards/apartment--unit--flat-9,realestate.com.au
"$716,521",716521.0,"444 Queen St, St Leonards NSW 2875",St Leonards,0,1,1,Studio,https://www.domain.com.au/property/st-leonards/studio-10,domain.com.au
"$2,409,826",2409826.0,"102 Church St, St Leonards NSW 2160",St Leonards,1,1,0,Apartment / Unit / Flat,https://www.rent.com.au/property/st-leonards/apartment--unit--flat-11,rent.com.au
"$1,274,978",1274978.0,"580 Queen St, St Leonards NSW 2654",St Leonards,3,2,2,Villa,https://www.domain.com.au/property/st-leonards/villa-12,domain.com.au
"$1,415,778 ONO",1415778.0,"358 Queen St, St Leonards NSW 2311",St Leonards,4,4,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/st-leonards/apartment--unit--flat-13,realestateview.com.au
"$1,248,110 ONO",1248110.0,"16 Beach Rd, St Leonards NSW 2149",St Leonards,4,3,1,Penthouse,https://www.realestateview.com.au/property/st-leonards/penthouse-14,realestateview.com.au
"Guide $1,426,917",1426917.0,"622 Beach Rd, St Leonards NSW 2138",St Leonards,4,2,0,Villa,https://www.realestate.com.au/property/st-leonards/villa-15,realestate.com.au
"Guide $1,151,876",1151876.0,"504 William St, St Leonards NSW 2142",St Leonards,0,1,1,Studio,https://www.rent.com.au/property/st-leonards/studio-16,rent.com.au
"$1,579,002",1579002.0,"172 Edward St, St Leonards NSW 2379",St Leonards,3,3,2,Townhouse,https://www.realestateview.com.au/property/st-leonards/townhouse-17,realestateview.com.au
"$1,299,813",1299813.0,"879 High St, St Leonards NSW 2872",St Leonards,3,3,1,Penthouse,https://www.rent.com.au/property/st-leonards/penthouse-18,rent.com.au
"$2,062,753",2062753.0,"617 Beach Rd, St Leonards NSW 2357",St Leonards,3,4,1,House,https://www.domain.com.au/property/st-leonards/house-20,domain.com.au
"$1,772,789 ONO",1772789.0,"317 James St, St Leonards NSW 2849",St Leonards,2,2,1,Townhouse,https://www.realestate.com.au/property/st-leonards/townhouse-21,realestate.com.au
"$1,381,547",1381547.0,"785 Church St, St Leonards NSW 2185",St Leonards,3,2,4,House,https://www.rent.com.au/property/st-leonards/house-22,rent.com.au
"$1,713,483",1713483.0,"713 George St, St Leonards NSW 2256",St Leonards,1,1,0,Villa,https://www.realestate.com.au/property/st-leonards/villa-23,realestate.com.au
"$1,771,243 ONO",1771243.0,"14 The Boulevarde, St Leonards NSW 2527",St Leonards,4,4,1,Penthouse,https://www.rent.com.au/property/st-leonards/penthouse-24,rent.com.au
