price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,267,920",2267920.0,"829 Park Ave, Warrawee NSW 2617",Warrawee,0,1,2,Studio,https://www.realestate.com.au/property/warrawee/studio-0,realestate.com.au
"Guide $984,388",984388.0,"260 Elizabeth St, Warrawee NSW 2578",Warrawee,3,4,1,Villa,https://www.realestateview.com.au/property/warrawee/villa-1,realestateview.com.au
"Guide $1,080,620",1080620.0,"869 Pacific Highway, Warrawee NSW 2473",Warrawee,3,4,3,House,https://www.domain.com.au/property/warrawee/house-2,domain.com.au
"$1,809,049",1809049.0,"945 James St, Warrawee NSW 2063",Warrawee,1,2,0,House,https://www.rent.com.au/property/warrawee/house-3,rent.com.au
"$762,261 - $836,889",762261.0,"371 Ocean Rd, Warrawee NSW 2209",Warrawee,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/property/warrawee/apartment--unit--flat-5,domain.com.au
"From $1,105,958",1105958.0,"383 Elizabeth St, Warrawee NSW 2394",Warrawee,3,4,0,Apartment / Unit / Flat,https://www.rent.com.au/property/warrawee/apartment--unit--flat-6,rent.com.au
"Guide $1,558,074",1558074.0,"143 Main St, Warrawee NSW 2662",Warrawee,3,3,1,Townhouse,https://www.realestate.com.au/property/warrawee/townhouse-8,realestate.com.au
"$1,678,529 ONO",1678529.0,"55 Elizabeth St, Warrawee NSW 2611",Warrawee,4,2,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/warrawee/apartment--unit--flat-10,realestateview.com.au
"$1,018,608 - $1,301,704",1018608.0,"282 Church St, Warrawee NSW 2065",Warrawee,6,3,1,Penthouse,https://www.domain.com.au/property/warrawee/penthouse-13,domain.com.au
"$999,769 ONO",999769.0,"899 Princes Highway, Warrawee NSW 2392",Warrawee,3,1,1,Townhouse,https://www.realestate.com.au/property/warrawee/townhouse-14,realestate.com.au
"$972,699 - $1,107,146",972699.0,"161 James St, Warrawee NSW 2128",Warrawee,1,1,1,Townhouse,https://www.rent.com.au/property/warrawee/townhouse-15,rent.com.au
"Guide $1,693,210",1693210.0,"305 Church St, Warrawee NSW 2043",Warrawee,2,2,1,House,https://www.domain.com.au/property/warrawee/house-16,domain.com.au
"From $2,246,167",2246167.0,"323 High St, Warrawee NSW 2416",Warrawee,3,2,1,House,https://www.realestate.com.au/property/warrawee/house-17,realestate.com.au
"$1,599,182",1599182.0,"410 Market St, Warrawee NSW 2104",Warrawee,3,4,2,House,https://www.realestate.com.au/property/warrawee/house-19,realestate.com.au
"$2,050,395 ONO",2050395.0,"708 Ocean Rd, Warrawee NSW 2531",Warrawee,4,3,1,Apartment / Unit / Flat,https://www.domain.com.au/property/warrawee/apartment--unit--flat-20,domain.com.au
"From $1,215,903",1215903.0,"180 Albert St, Warrawee NSW 2150",Warrawee,3,3,2,Penthouse,https://www.realestate.com.au/property/warrawee/penthouse-21,realestate.com.au
"$598,880 ONO",598880.0,"9 Military Rd, Warrawee NSW 2232",Warrawee,4,3,0,Penthouse,https://www.realestateview.com.au/property/warrawee/penthouse-22,realestateview.com.au
"From $1,007,806",1007806.0,"544 The Boulevarde, Warrawee NSW 2276",Warrawee,1,2,1,House,https://www.rent.com.au/property/warrawee/house-23,rent.com.au
"Guide $725,057",725057.0,"849 James St, Warrawee NSW 2958",Warrawee,1,2,0,House,https://www.realestateview.com.au/property/warrawee/house-24,realestateview.com.au
