price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $1,757,979",1757979.0,"779 Princes Highway, Barden Ridge NSW 2745",Barden Ridge,6,1,2,Villa,https://www.realestate.com.au/property/barden-ridge/villa-0,realestate.com.au
"$1,293,178 - $1,519,880",1293178.0,"715 George St, Barden Ridge NSW 2283",Barden Ridge,3,1,2,Townhouse,https://www.rent.com.au/property/barden-ridge/townhouse-1,rent.com.au
"Guide $1,025,704",1025704.0,"567 George St, Barden Ridge NSW 2618",Barden Ridge,2,2,0,Villa,https://www.realestateview.com.au/property/barden-ridge/villa-2,realestateview.com.au
"$551,126 - $655,815",551126.0,"775 William St, Barden Ridge NSW 2127",Barden Ridge,3,3,2,Townhouse,https://www.realestate.com.au/property/barden-ridge/townhouse-3,realestate.com.au
"$812,254",812254.0,"777 Market St, Barden Ridge NSW 2291",Barden Ridge,0,1,1,Studio,https://www.realestate.com.au/property/barden-ridge/studio-4,realestate.com.au
"$1,682,250 - $1,951,665",1682250.0,"352 Pacific Highway, Barden Ridge NSW 2379",Barden Ridge,4,2,1,House,https://www.rent.com.au/property/barden-ridge/house-5,rent.com.au
"$1,541,491",1541491.0,"80 High St, Barden Ridge NSW 2693",Barden Ridge,4,4,2,Penthouse,https://www.realestate.com.au/property/barden-ridge/penthouse-7,realestate.com.au
"$916,516",916516.0,"85 Beach Rd, Barden Ridge NSW 2149",Barden Ridge,5,4,3,Townhouse,https://www.rent.com.au/property/barden-ridge/townhouse-8,rent.com.au
"Guide $971,766",971766.0,"296 Church St, Barden Ridge NSW 2575",Barden Ridge,5,3,2,Penthouse,https://www.rent.com.au/property/barden-ridge/penthouse-9,rent.com.au
"$653,662 ONO",653662.0,"404 Railway St, Barden Ridge NSW 2524",Barden Ridge,0,1,0,Studio,https://www.realestate.com.au/property/barden-ridge/studio-10,realestate.com.au
"$1,650,987 ONO",1650987.0,"464 Pacific Highway, Barden Ridge NSW 2668",Barden Ridge,2,1,1,House,https://www.realestate.com.au/property/barden-ridge/house-12,realestate.com.au
"$1,592,753 ONO",1592753.0,"63 Beach Rd, Barden Ridge NSW 2921",Barden Ridge,0,1,1,Studio,https://www.rent.com.au/property/barden-ridge/studio-13,rent.com.au
"$2,172,695 - $2,256,692",2172695.0,"814 Princes Highway, Barden Ridge NSW 2919",Barden Ridge,3,2,1,Villa,https://www.rent.com.au/property/barden-ridge/villa-14,rent.com.au
"$2,251,523",2251523.0,"804 Railway St, Barden Ridge NSW 2842",Barden Ridge,2,3,0,House,https://www.rent.com.au/property/barden-ridge/house-15,rent.com.au
"$1,587,804 - $1,817,944",1587804.0,"219 William St, Barden Ridge NSW 2216",Barden Ridge,2,2,2,Villa,https://www.realestateview.com.au/property/barden-ridge/villa-16,realestateview.com.au
"$953,865 ONO",953865.0,"686 William St, Barden Ridge NSW 2038",Barden Ridge,2,2,0,Villa,https://www.realestate.com.au/property/barden-ridge/villa-17,realestate.com.au
"$872,230",872230.0,"928 Elizabeth St, Barden Ridge NSW 2367",Barden Ridge,1,2,2,Apartment / Unit / Flat,https://www.realestate.com.au/property/barden-ridge/apartment--unit--flat-18,realestate.com.au
"$615,250 ONO",615250.0,"306 High St, Barden Ridge NSW 2757",Barden Ridge,1,2,2,Townhouse,https://www.rent.com.au/property/barden-ridge/townhouse-19,rent.com.au
"From $2,344,310",2344310.0,"493 Church St, Barden Ridge NSW 2374",Barden Ridge,4,4,2,House,https://www.domain.com.au/property/barden-ridge/house-20,domain.com.au
"$1,763,166 ONO",1763166.0,"583 Victoria St, Barden Ridge NSW 2372",Barden Ridge,4,4,4,House,https://www.realestate.com.au/property/barden-ridge/house-22,realestate.com.au
"$533,877 ONO",533877.0,"583 Military Rd, Barden Ridge NSW 2313",Barden Ridge,0,1,4,Studio,https://www.domain.com.au/property/barden-ridge/studio-23,domain.com.au
"$1,777,883 - $2,038,114",1777883.0,"421 Military Rd, Barden Ridge NSW 2088",Barden Ridge,2,3,0,Apartment / Unit / Flat,https://www.rent.com.au/property/barden-ridge/apartment--unit--flat-24,rent.com.au
