price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,499,473 - $2,620,862",2499473.0,"3 King St, Sydenham NSW 2117",Sydenham,0,1,1,Studio,https://www.domain.com.au/property/sydenham/studio-0,domain.com.au
"$2,333,314 - $2,485,707",2333314.0,"671 King St, Sydenham NSW 2237",Sydenham,4,1,0,Apartment / Unit / Flat,https://www.realestate.com.au/property/sydenham/apartment--unit--flat-1,realestate.com.au
"$1,639,643 - $1,722,670",1639643.0,"251 High St, Sydenham NSW 2969",Sydenham,6,3,0,Penthouse,https://www.realestateview.com.au/property/sydenham/penthouse-2,realestateview.com.au
"$1,318,814 ONO",1318814.0,"551 Main St, Sydenham NSW 2705",Sydenham,3,2,2,Apartment / Unit / Flat,https://www.realestate.com.au/property/sydenham/apartment--unit--flat-3,realestate.com.au
"Guide $970,176",970176.0,"978 Pacific Highway, Sydenham NSW 2323",Sydenham,3,4,3,Villa,https://www.domain.com.au/property/sydenham/villa-5,domain.com.au
"$1,768,771 - $1,832,516",1768771.0,"76 Princes Highway, Sydenham NSW 2322",Sydenham,2,1,1,House,https://www.realestateview.com.au/property/sydenham/house-6,realestateview.com.au
"$1,791,047 - $2,078,549",1791047.0,"849 Edward St, Sydenham NSW 2946",Sydenham,0,1,1,Studio,https://www.domain.com.au/property/sydenham/studio-7,domain.com.au
"From $2,167,676",2167676.0,"359 Ocean Rd, Sydenham NSW 2819",Sydenham,3,4,1,Townhouse,https://www.realestate.com.au/property/sydenham/townhouse-8,realestate.com.au
"$2,390,620 ONO",2390620.0,"877 William St, Sydenham NSW 2834",Sydenham,1,1,2,Townhouse,https://www.rent.com.au/property/sydenham/townhouse-9,rent.com.au
"$2,137,230",2137230.0,"879 Main St, Sydenham NSW 2064",Sydenham,3,1,0,Villa,https://www.realestate.com.au/property/sydenham/villa-10,realestate.com.au
"From $908,715",908715.0,"88 James St, Sydenham NSW 2209",Sydenham,3,2,0,Villa,https://www.realestate.com.au/property/sydenham/villa-11,realestate.com.au
"$2,271,286",2271286.0,"453 Queen St, Sydenham NSW 2882",Sydenham,4,4,0,Villa,https://www.realestateview.com.au/property/sydenham/villa-13,realestateview.com.au
"$1,042,271 ONO",1042271.0,"160 Pacific Highway, Sydenham NSW 2937",Sydenham,3,2,4,Apartment / Unit / Flat,https://www.realestateview.com.au/property/sydenham/apartment--unit--flat-14,realestateview.com.au
"$1,930,381 - $2,186,070",1930381.0,"504 High St, Sydenham NSW 2210",Sydenham,3,4,0,Penthouse,https://www.realestate.com.au/property/sydenham/penthouse-16,realestate.com.au
"Guide $2,056,192",2056192.0,"898 Victoria St, Sydenham NSW 2376",Sydenham,0,1,0,Studio,https://www.rent.com.au/property/sydenham/studio-17,rent.com.au
"$768,982 - $924,002",768982.0,"750 Queen St, Sydenham NSW 2701",Sydenham,4,2,0,Villa,https://www.domain.com.au/property/sydenham/villa-19,domain.com.au
"$1,792,434",1792434.0,"249 Military Rd, Sydenham NSW 2456",Sydenham,5,3,0,Villa,https://www.rent.com.au/property/sydenham/villa-20,rent.com.au
"$745,625",745625.0,"826 Queen St, Sydenham NSW 2941",Sydenham,5,2,0,Penthouse,https://www.rent.com.au/property/sydenham/penthouse-21,rent.com.au
"From $2,217,945",2217945.0,"632 Beach Rd, Sydenham NSW 2366",Sydenham,3,4,1,Penthouse,https://www.realestate.com.au/property/sydenham/penthouse-22,realestate.com.au
"From $1,776,180",1776180.0,"953 Military Rd, Sydenham NSW 2993",Sydenham,1,2,3,House,https://www.rent.com.au/property/sydenham/house-23,rent.com.au
"Guide $1,884,863",1884863.0,"343 Albert St, Sydenham NSW 2592",Sydenham,5,3,2,Penthouse,https://www.rent.com.au/property/sydenham/penthouse-24,rent.com.au
