price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"From $1,055,862",1055862.0,"385 Railway St, Artarmon NSW 2450",Artarmon,2,3,3,Apartment / Unit / Flat,https://www.realestate.com.au/property/artarmon/apartment--unit--flat-1,realestate.com.au
"$2,285,713",2285713.0,"223 George St, Artarmon NSW 2090",Artarmon,5,1,2,Villa,https://www.realestateview.com.au/property/artarmon/villa-2,realestateview.com.au
"$1,866,144 - $2,162,143",1866144.0,"245 Park Ave, Artarmon NSW 2609",Artarmon,3,2,1,Villa,https://www.domain.com.au/property/artarmon/villa-3,domain.com.au
"From $2,312,727",2312727.0,"358 King St, Artarmon NSW 2443",Artarmon,2,3,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/artarmon/apartment--unit--flat-4,realestateview.com.au
"From $682,545",682545.0,"702 Beach Rd, Artarmon NSW 2846",Artarmon,2,3,0,House,https://www.domain.com.au/property/artarmon/house-5,domain.com.au
"$2,130,161 ONO",2130161.0,"658 Ocean Rd, Artarmon NSW 2170",Artarmon,3,2,2,Townhouse,https://www.realestate.com.au/property/artarmon/townhouse-6,realestate.com.au
"$1,962,140",1962140.0,"550 Queen St, Artarmon NSW 2488",Artarmon,3,1,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/artarmon/apartment--unit--flat-7,realestate.com.au
"Guide $606,120",606120.0,"306 Ocean Rd, Artarmon NSW 2826",Artarmon,3,1,2,Apartment / Unit / Flat,https://www.rent.com.au/property/artarmon/apartment--unit--flat-8,rent.com.au
"$1,416,375",1416375.0,"192 Albert St, Artarmon NSW 2293",Artarmon,5,2,0,Penthouse,https://www.realestate.com.au/property/artarmon/penthouse-9,realestate.com.au
"$2,259,762 ONO",2259762.0,"514 Park Ave, Artarmon NSW 2458",Artarmon,2,3,2,Townhouse,https://www.realestate.com.au/property/artarmon/townhouse-10,realestate.com.au
"$1,080,318 - $1,150,913",1080318.0,"228 Pacific Highway, Artarmon NSW 2317",Artarmon,6,3,1,Penthouse,https://www.realestateview.com.au/property/artarmon/penthouse-11,realestateview.com.au
"$1,818,282",1818282.0,"565 Main St, Artarmon NSW 2786",Artarmon,3,2,2,Penthouse,https://www.domain.com.au/property/artarmon/penthouse-12,domain.com.au
"Guide $2,367,381",2367381.0,"977 King St, Artarmon NSW 2454",Artarmon,4,2,1,Villa,https://www.realestate.com.au/property/artarmon/villa-15,realestate.com.au
"From $2,396,131",2396131.0,"125 Albert St, Artarmon NSW 2167",Artarmon,0,1,0,Studio,https://www.rent.com.au/property/artarmon/studio-16,rent.com.au
"$554,110 ONO",554110.0,"432 Albert St, Artarmon NSW 2571",Artarmon,3,2,2,Apartment / Unit / Flat,https://www.realestate.com.au/property/artarmon/apartment--unit--flat-17,realestate.com.au
"$1,596,228",1596228.0,"498 Park Ave, Artarmon NSW 2555",Artarmon,1,1,2,Villa,https://www.domain.com.au/property/artarmon/villa-18,domain.com.au
"$1,787,092 - $2,075,499",1787092.0,"873 Victoria St, Artarmon NSW 2223",Artarmon,2,1,3,Townhouse,https://www.realestate.com.au/property/artarmon/townhouse-19,realestate.com.au
"Guide $2,129,829",2129829.0,"564 Albert St, Artarmon NSW 2581",Artarmon,2,2,3,House,https://www.realestate.com.au/property/artarmon/house-20,realestate.com.au
"$1,940,969 ONO",1940969.0,"944 Church St, Artarmon NSW 2990",Artarmon,3,3,1,Penthouse,https://www.realestate.com.au/property/artarmon/penthouse-21,realestate.com.au
"From $1,354,265",1354265.0,"582 Pacific Highway, Artarmon NSW 2118",Artarmon,3,2,3,House,https://www.domain.com.au/property/artarmon/house-22,domain.com.au
"$701,510 ONO",701510.0,"92 Park Ave, Artarmon NSW 2879",Artarmon,6,3,1,Penthouse,https://www.rent.com.au/property/artarmon/penthouse-23,rent.com.au
"$1,362,797",1362797.0,"848 Victoria St, Artarmon NSW 2083",Artarmon,4,2,0,Penthouse,https://www.domain.com.au/property/artarmon/penthouse-24,domain.com.au
