price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $2,098,591",2098591.0,"140 Victoria St, Hassall Grove NSW 2755",Hassall Grove,4,1,2,Townhouse,https://www.domain.com.au/property/hassall-grove/townhouse-0,domain.com.au
"Guide $1,075,724",1075724.0,"918 The Boulevarde, Hassall Grove NSW 2411",Hassall Grove,1,1,0,Apartment / Unit / Flat,https://www.realestate.com.au/property/hassall-grove/apartment--unit--flat-1,realestate.com.au
"From $2,435,099",2435099.0,"271 Main St, Hassall Grove NSW 2139",Hassall Grove,2,3,3,Villa,https://www.rent.com.au/property/hassall-grove/villa-2,rent.com.au
"From $2,035,313",2035313.0,"396 George St, Hassall Grove NSW 2207",Hassall Grove,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/property/hassall-grove/apartment--unit--flat-3,domain.com.au
"Guide $604,205",604205.0,"796 Railway St, Hassall Grove NSW 2724",Hassall Grove,0,1,1,Studio,https://www.realestate.com.au/property/hassall-grove/studio-4,realestate.com.au
"$1,863,055 ONO",1863055.0,"960 King St, Hassall Grove NSW 2213",Hassall Grove,4,2,0,Villa,https://www.realestate.com.au/property/hassall-grove/villa-5,realestate.com.au
"Guide $1,812,966",1812966.0,"37 Park Ave, Hassall Grove NSW 2848",Hassall Grove,2,1,3,Villa,https://www.realestate.com.au/property/hassall-grove/villa-6,realestate.com.au
"Guide $2,222,292",2222292.0,"609 Beach Rd, Hassall Grove NSW 2542",Hassall Grove,3,4,2,Penthouse,https://www.realestateview.com.au/property/hassall-grove/penthouse-7,realestateview.com.au
"$2,239,682",2239682.0,"666 King St, Hassall Grove NSW 2455",Hassall Grove,0,1,3,Studio,https://www.realestateview.com.au/property/hassall-grove/studio-9,realestateview.com.au
"$1,077,967 ONO",1077967.0,"344 Railway St, Hassall Grove NSW 2914",Hassall Grove,2,2,3,Apartment / Unit / Flat,https://www.rent.com.au/property/hassall-grove/apartment--unit--flat-10,rent.com.au
"$2,128,598 - $2,263,962",2128598.0,"47 Princes Highway, Hassall Grove NSW 2371",Hassall Grove,2,1,3,Villa,https://www.realestate.com.au/property/hassall-grove/villa-11,realestate.com.au
"From $2,494,192",2494192.0,"903 Elizabeth St, Hassall Grove NSW 2938",Hassall Grove,3,2,3,House,https://www.rent.com.au/property/hassall-grove/house-12,rent.com.au
"$1,229,835 - $1,448,233",1229835.0,"520 Princes Highway, Hassall Grove NSW 2646",Hassall Grove,3,3,3,Penthouse,https://www.rent.com.au/property/hassall-grove/penthouse-13,rent.com.au
"From $1,580,483",1580483.0,"720 Albert St, Hassall Grove NSW 2017",Hassall Grove,0,1,1,Studio,https://www.realestateview.com.au/property/hassall-grove/studio-14,realestateview.com.au
"$1,874,236 - $2,118,839",1874236.0,"283 Railway St, Hassall Grove NSW 2693",Hassall Grove,5,3,0,House,https://www.realestateview.com.au/property/hassall-grove/house-16,realestateview.com.au
"$1,483,613 - $1,714,144",1483613.0,"333 William St, Hassall Grove NSW 2826",Hassall Grove,0,1,0,Studio,https://www.rent.com.au/property/hassall-grove/studio-17,rent.com.au
"From $850,058",850058.0,"308 King St, Hassall Grove NSW 2068",Hassall Grove,3,2,0,Apartment / Unit / Flat,https://www.domain.com.au/property/hassall-grove/apartment--unit--flat-18,domain.com.au
"Guide $1,582,949",1582949.0,"123 Beach Rd, Hassall Grove NSW 2100",Hassall Grove,0,1,1,Studio,https://www.realestateview.com.au/property/hassall-grove/studio-19,realestateview.com.au
"$2,090,230 ONO",2090230.0,"567 Main St, Hassall Grove NSW 2504",Hassall Grove,3,4,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/hassall-grove/apartment--unit--flat-20,realestate.com.au
"$2,485,313",2485313.0,"799 Edward St, Hassall Grove NSW 2037",Hassall Grove,5,4,0,Villa,https://www.rent.com.au/property/hassall-grove/villa-21,rent.com.au
"$1,646,975 - $1,788,712",1646975.0,"489 Railway St, Hassall Grove NSW 2008",Hassall Grove,0,1,3,Studio,https://www.domain.com.au/property/hassall-grove/studio-22,domain.com.au
"From $1,213,548",1213548.0,"742 Market St, Hassall Grove NSW 2882",Hassall Grove,0,1,0,Studio,https://www.rent.com.au/property/hassall-grove/studio-24,rent.com.au
