price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$800,579 - $915,550",800579.0,"316 Edward St, Dolls Point NSW 2731",Dolls Point,0,1,1,Studio,https://www.realestate.com.au/property/dolls-point/studio-0,realestate.com.au
"From $520,788",520788.0,"912 Market St, Dolls Point NSW 2785",Dolls Point,4,4,0,Apartment / Unit / Flat,https://www.rent.com.au/property/dolls-point/apartment--unit--flat-1,rent.com.au
"$1,932,266 ONO",1932266.0,"578 Queen St, Dolls Point NSW 2989",Dolls Point,3,2,2,House,https://www.realestate.com.au/property/dolls-point/house-2,realestate.com.au
"$906,631",906631.0,"673 Railway St, Dolls Point NSW 2427",Dolls Point,2,1,0,House,https://www.domain.com.au/property/dolls-point/house-3,domain.com.au
"Guide $2,232,279",2232279.0,"344 Military Rd, Dolls Point NSW 2275",Dolls Point,2,1,2,Townhouse,https://www.realestate.com.au/property/dolls-point/townhouse-5,realestate.com.au
"$863,380 ONO",863380.0,"234 Military Rd, Dolls Point NSW 2592",Dolls Point,5,4,0,Penthouse,https://www.rent.com.au/property/dolls-point/penthouse-6,rent.com.au
"$1,178,042",1178042.0,"845 Albert St, Dolls Point NSW 2932",Dolls Point,0,1,2,Studio,https://www.realestate.com.au/property/dolls-point/studio-7,realestate.com.au
"From $2,341,153",2341153.0,"637 James St, Dolls Point NSW 2790",Dolls Point,2,3,1,House,https://www.realestate.com.au/property/dolls-point/house-8,realestate.com.au
"$2,056,198",2056198.0,"884 James St, Dolls Point NSW 2932",Dolls Point,0,1,0,Studio,https://www.domain.com.au/property/dolls-point/studio-9,domain.com.au
"Guide $2,356,620",2356620.0,"305 James St, Dolls Point NSW 2506",Dolls Point,2,3,3,Townhouse,https://www.realestate.com.au/property/dolls-point/townhouse-10,realestate.com.au
"$1,347,913 - $1,608,616",1347913.0,"918 Beach Rd, Dolls Point NSW 2614",Dolls Point,5,2,0,Penthouse,https://www.domain.com.au/property/dolls-point/penthouse-12,domain.com.au
"Guide $2,359,639",2359639.0,"497 George St, Dolls Point NSW 2992",Dolls Point,0,1,2,Studio,https://www.realestateview.com.au/property/dolls-point/studio-13,realestateview.com.au
"Guide $870,798",870798.0,"848 Beach Rd, Dolls Point NSW 2795",Dolls Point,4,3,0,House,https://www.rent.com.au/property/dolls-point/house-14,rent.com.au
"From $608,904",608904.0,"452 The Boulevarde, Dolls Point NSW 2095",Dolls Point,4,3,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/dolls-point/apartment--unit--flat-15,realestate.com.au
"$1,240,725 - $1,317,174",1240725.0,"841 Main St, Dolls Point NSW 2910",Dolls Point,1,2,2,Townhouse,https://www.domain.com.au/property/dolls-point/townhouse-16,domain.com.au
"From $1,579,106",1579106.0,"517 Railway St, Dolls Point NSW 2159",Dolls Point,2,1,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/dolls-point/apartment--unit--flat-17,realestateview.com.au
"$1,846,510 ONO",1846510.0,"50 Railway St, Dolls Point NSW 2454",Dolls Point,2,1,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/dolls-point/apartment--unit--flat-18,realestate.com.au
"From $2,095,728",2095728.0,"374 The Boulevarde, Dolls Point NSW 2833",Dolls Point,2,1,1,House,https://www.rent.com.au/property/dolls-point/house-19,rent.com.au
"$1,792,137 ONO",1792137.0,"451 Market St, Dolls Point NSW 2291",Dolls Point,3,3,2,Penthouse,https://www.realestateview.com.au/property/dolls-point/penthouse-21,realestateview.com.au
"$1,467,096",1467096.0,"189 Church St, Dolls Point NSW 2183",Dolls Point,1,2,0,House,https://www.realestate.com.au/property/dolls-point/house-22,realestate.com.au
"From $681,416",681416.0,"586 High St, Dolls Point NSW 2891",Dolls Point,0,1,0,Studio,https://www.domain.com.au/property/dolls-point/studio-23,domain.com.au
"$1,860,320 - $1,980,444",1860320.0,"448 Main St, Dolls Point NSW 2417",Dolls Point,3,1,2,House,https://www.realestateview.com.au/property/dolls-point/house-24,realestateview.com.au
