price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$1,389,753 ONO",1389753.0,"163 Princes Highway, The Rocks NSW 2006",The Rocks,0,1,2,Studio,https://www.realestate.com.au/property/the-rocks/studio-0,realestate.com.au
"$2,327,215 - $2,555,909",2327215.0,"424 Military Rd, The Rocks NSW 2521",The Rocks,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/property/the-rocks/apartment--unit--flat-1,domain.com.au
"Guide $1,628,071",1628071.0,"165 James St, The Rocks NSW 2806",The Rocks,1,2,1,Villa,https://www.domain.com.au/property/the-rocks/villa-2,domain.com.au
"From $605,294",605294.0,"671 Church St, The Rocks NSW 2022",The Rocks,0,1,0,Studio,https://www.realestateview.com.au/property/the-rocks/studio-3,realestateview.com.au
"$2,149,677 - $2,409,145",2149677.0,"30 Military Rd, The Rocks NSW 2568",The Rocks,4,4,3,Penthouse,https://www.rent.com.au/property/the-rocks/penthouse-4,rent.com.au
"$1,590,158 - $1,651,445",1590158.0,"708 William St, The Rocks NSW 2791",The Rocks,5,2,2,Penthouse,https://www.domain.com.au/property/the-rocks/penthouse-5,domain.com.au
"$872,068",872068.0,"932 Elizabeth St, The Rocks NSW 2356",The Rocks,0,1,0,Studio,https://www.rent.com.au/property/the-rocks/studio-7,rent.com.au
"$2,171,854 - $2,252,881",2171854.0,"225 William St, The Rocks NSW 2656",The Rocks,1,2,2,Townhouse,https://www.rent.com.au/property/the-rocks/townhouse-9,rent.com.au
"Guide $1,625,610",1625610.0,"586 Military Rd, The Rocks NSW 2920",The Rocks,0,1,1,Studio,https://www.realestate.com.au/property/the-rocks/studio-10,realestate.com.au
"From $1,584,214",1584214.0,"864 Church St, The Rocks NSW 2752",The Rocks,3,1,3,House,https://www.realestateview.com.au/property/the-rocks/house-11,realestateview.com.au
"From $1,889,764",1889764.0,"92 Edward St, The Rocks NSW 2633",The Rocks,3,3,1,Townhouse,https://www.domain.com.au/property/the-rocks/townhouse-12,domain.com.au
"$908,327 ONO",908327.0,"747 High St, The Rocks NSW 2693",The Rocks,3,3,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/the-rocks/apartment--unit--flat-13,realestateview.com.au
"From $2,066,577",2066577.0,"236 Ocean Rd, The Rocks NSW 2193",The Rocks,5,4,0,Penthouse,https://www.domain.com.au/property/the-rocks/penthouse-14,domain.com.au
"Guide $1,759,191",1759191.0,"415 James St, The Rocks NSW 2296",The Rocks,4,2,3,House,https://www.domain.com.au/property/the-rocks/house-15,domain.com.au
"Guide $1,561,576",1561576.0,"594 Princes Highway, The Rocks NSW 2084",The Rocks,3,3,3,Penthouse,https://www.rent.com.au/property/the-rocks/penthouse-16,rent.com.au
"$1,984,717",1984717.0,"828 Military Rd, The Rocks NSW 2437",The Rocks,0,1,1,Studio,https://www.domain.com.au/property/the-rocks/studio-17,domain.com.au
"$1,351,656",1351656.0,"103 High St, The Rocks NSW 2531",The Rocks,2,1,3,Townhouse,https://www.realestate.com.au/property/the-rocks/townhouse-18,realestate.com.au
"From $2,072,638",2072638.0,"663 Edward St, The Rocks NSW 2767",The Rocks,6,4,1,Penthouse,https://www.realestateview.com.au/property/the-rocks/penthouse-19,realestateview.com.au
"$1,023,864 ONO",1023864.0,"577 Main St, The Rocks NSW 2305",The Rocks,0,1,0,Studio,https://www.realestateview.com.au/property/the-rocks/studio-20,realestateview.com.au
"$1,033,486 - $1,267,497",1033486.0,"73 George St, The Rocks NSW 2585",The Rocks,0,1,1,Studio,https://www.realestateview.com.au/property/the-rocks/studio-22,realestateview.com.au
"From $2,332,027",2332027.0,"370 High St, The Rocks NSW 2988",The Rocks,2,1,1,Townhouse,https://www.rent.com.au/property/the-rocks/townhouse-23,rent.com.au
"$956,632",956632.0,"539 Albert St, The Rocks NSW 2642",The Rocks,6,4,1,Penthouse,https://www.realestateview.com.au/property/the-rocks/penthouse-24,realestateview.com.au
