price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,162,263",2162263.0,"502 High St, Lovett Bay NSW 2671",Lovett Bay,0,1,3,Studio,https://www.rent.com.au/property/lovett-bay/studio-2,rent.com.au
"Guide $1,844,032",1844032.0,"404 Main St, Lovett Bay NSW 2123",Lovett Bay,0,1,3,Studio,https://www.rent.com.au/property/lovett-bay/studio-3,rent.com.au
"$991,114 - $1,277,041",991114.0,"900 High St, Lovett Bay NSW 2486",Lovett Bay,4,2,3,Penthouse,https://www.realestateview.com.au/property/lovett-bay/penthouse-4,realestateview.com.au
"$1,308,879",1308879.0,"762 George St, Lovett Bay NSW 2721",Lovett Bay,4,2,1,Townhouse,https://www.realestateview.com.au/property/lovett-bay/townhouse-5,realestateview.com.au
"Guide $795,609",795609.0,"389 Main St, Lovett Bay NSW 2123",Lovett Bay,2,2,4,Townhouse,https://www.realestateview.com.au/property/lovett-bay/townhouse-6,realestateview.com.au
"Guide $1,928,280",1928280.0,"737 King St, Lovett Bay NSW 2924",Lovett Bay,3,1,1,Apartment / Unit / Flat,https://www.rent.com.au/property/lovett-bay/apartment--unit--flat-8,rent.com.au
"From $1,519,372",1519372.0,"71 High St, Lovett Bay NSW 2445",Lovett Bay,1,1,1,House,https://www.realestate.com.au/property/lovett-bay/house-10,realestate.com.au
"$1,512,781 ONO",1512781.0,"827 Albert St, Lovett Bay NSW 2959",Lovett Bay,1,2,2,Townhouse,https://www.domain.com.au/property/lovett-bay/townhouse-11,domain.com.au
"From $635,494",635494.0,"972 Military Rd, Lovett Bay NSW 2719",Lovett Bay,0,1,3,Studio,https://www.realestate.com.au/property/lovett-bay/studio-12,realestate.com.au
"$1,557,327 ONO",1557327.0,"358 George St, Lovett Bay NSW 2337",Lovett Bay,3,1,1,Villa,https://www.rent.com.au/property/lovett-bay/villa-13,rent.com.au
"$724,650",724650.0,"446 James St, Lovett Bay NSW 2485",Lovett Bay,5,4,2,Penthouse,https://www.rent.com.au/property/lovett-bay/penthouse-14,rent.com.au
"$1,334,770",1334770.0,"281 George St, Lovett Bay NSW 2962",Lovett Bay,6,2,1,Penthouse,https://www.domain.com.au/property/lovett-bay/penthouse-15,domain.com.au
"Guide $852,071",852071.0,"610 Market St, Lovett Bay NSW 2696",Lovett Bay,0,1,3,Studio,https://www.rent.com.au/property/lovett-bay/studio-16,rent.com.au
"$1,552,170",1552170.0,"856 Railway St, Lovett Bay NSW 2866",Lovett Bay,3,4,3,Penthouse,https://www.realestateview.com.au/property/lovett-bay/penthouse-17,realestateview.com.au
"$2,096,381 - $2,295,091",2096381.0,"605 Ocean Rd, Lovett Bay NSW 2731",Lovett Bay,0,1,1,Studio,https://www.domain.com.au/property/lovett-bay/studio-18,domain.com.au
"$514,604 ONO",514604.0,"590 William St, Lovett Bay NSW 2108",Lovett Bay,3,4,0,Villa,https://www.realestateview.com.au/property/lovett-bay/villa-19,realestateview.com.au
"$1,759,396",1759396.0,"784 Victoria St, Lovett Bay NSW 2535",Lovett Bay,6,4,0,Penthouse,https://www.realestate.com.au/property/lovett-bay/penthouse-20,realestate.com.au
"From $2,019,515",2019515.0,"101 King St, Lovett Bay NSW 2158",Lovett Bay,3,3,4,House,https://www.domain.com.au/property/lovett-bay/house-21,domain.com.au
"$630,546",630546.0,"763 Market St, Lovett Bay NSW 2392",Lovett Bay,0,1,4,Studio,https://www.rent.com.au/property/lovett-bay/studio-22,rent.com.au
"$901,777",901777.0,"3 Elizabeth St, Lovett Bay NSW 2493",Lovett Bay,4,2,0,Penthouse,https://www.realestateview.com.au/property/lovett-bay/penthouse-23,realestateview.com.au
"$1,129,209",1129209.0,"405 Park Ave, Lovett Bay NSW 2756",Lovett Bay,3,4,0,Villa,https://www.rent.com.au/property/lovett-bay/villa-24,rent.com.au
