price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $808,643",808643.0,"98 Market St, Chatswood West NSW 2470",Chatswood West,3,3,0,House,https://www.rent.com.au/property/chatswood-west/house-0,rent.com.au
"From $2,312,523",2312523.0,"951 Church St, Chatswood West NSW 2771",Chatswood West,4,4,1,Townhouse,https://www.realestate.com.au/property/chatswood-west/townhouse-1,realestate.com.au
"$2,474,978 ONO",2474978.0,"657 James St, Chatswood West NSW 2442",Chatswood West,4,2,0,Penthouse,https://www.realestate.com.au/property/chatswood-west/penthouse-2,realestate.com.au
"$2,165,203 ONO",2165203.0,"446 King St, Chatswood West NSW 2913",Chatswood West,6,3,0,Penthouse,https://www.rent.com.au/property/chatswood-west/penthouse-3,rent.com.au
"$2,445,115 - $2,526,801",2445115.0,"309 Queen St, Chatswood West NSW 2690",Chatswood West,2,2,1,Villa,https://www.rent.com.au/property/chatswood-west/villa-4,rent.com.au
"Guide $1,466,217",1466217.0,"590 Park Ave, Chatswood West NSW 2999",Chatswood West,1,2,1,Townhouse,https://www.rent.com.au/property/chatswood-west/townhouse-5,rent.com.au
"Guide $1,702,802",1702802.0,"915 High St, Chatswood West NSW 2526",Chatswood West,0,1,2,Studio,https://www.realestate.com.au/property/chatswood-west/studio-6,realestate.com.au
"$1,051,360 - $1,348,825",1051360.0,"713 James St, Chatswood West NSW 2003",Chatswood West,2,3,0,House,https://www.domain.com.au/property/chatswood-west/house-8,domain.com.au
"Guide $2,148,671",2148671.0,"333 Victoria St, Chatswood West NSW 2974",Chatswood West,0,1,2,Studio,https://www.rent.com.au/property/chatswood-west/studio-9,rent.com.au
"From $1,554,387",1554387.0,"484 Railway St, Chatswood West NSW 2140",Chatswood West,2,3,2,Apartment / Unit / Flat,https://www.rent.com.au/property/chatswood-west/apartment--unit--flat-10,rent.com.au
"From $692,894",692894.0,"932 Main St, Chatswood West NSW 2445",Chatswood West,2,1,2,Townhouse,https://www.realestate.com.au/property/chatswood-west/townhouse-11,realestate.com.au
"From $1,404,162",1404162.0,"163 King St, Chatswood West NSW 2480",Chatswood West,4,4,1,Penthouse,https://www.realestate.com.au/property/chatswood-west/penthouse-12,realestate.com.au
"$858,573 - $1,067,723",858573.0,"652 Albert St, Chatswood West NSW 2028",Chatswood West,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/property/chatswood-west/apartment--unit--flat-13,domain.com.au
"$1,792,013 ONO",1792013.0,"248 Victoria St, Chatswood West NSW 2979",Chatswood West,3,1,2,House,https://www.rent.com.au/property/chatswood-west/house-14,rent.com.au
"$2,368,917 - $2,447,936",2368917.0,"448 Main St, Chatswood West NSW 2645",Chatswood West,5,4,3,Apartment / Unit / Flat,https://www.rent.com.au/property/chatswood-west/apartment--unit--flat-15,rent.com.au
"$2,115,721 - $2,240,355",2115721.0,"780 Beach Rd, Chatswood West NSW 2434",Chatswood West,3,2,0,Penthouse,https://www.domain.com.au/property/chatswood-west/penthouse-16,domain.com.au
"Guide $890,314",890314.0,"682 The Boulevarde, Chatswood West NSW 2897",Chatswood West,4,1,3,Apartment / Unit / Flat,https://www.realestateview.com.au/property/chatswood-west/apartment--unit--flat-17,realestateview.com.au
"$779,955",779955.0,"965 Main St, Chatswood West NSW 2252",Chatswood West,0,1,4,Studio,https://www.rent.com.au/property/chatswood-west/studio-18,rent.com.au
"$877,798 - $1,006,213",877798.0,"253 Queen St, Chatswood West NSW 2208",Chatswood West,3,4,0,Penthouse,https://www.realestateview.com.au/property/chatswood-west/penthouse-19,realestateview.com.au
"From $1,133,335",1133335.0,"891 William St, Chatswood West NSW 2590",Chatswood West,4,3,1,Penthouse,https://www.domain.com.au/property/chatswood-west/penthouse-20,domain.com.au
"From $1,553,901",1553901.0,"675 Ocean Rd, Chatswood West NSW 2523",Chatswood West,3,2,1,House,https://www.realestate.com.au/property/chatswood-west/house-23,realestate.com.au
"$2,416,526 ONO",2416526.0,"883 Queen St, Chatswood West NSW 2471",Chatswood West,4,4,0,Penthouse,https://www.realestateview.com.au/property/chatswood-west/penthouse-24,realestateview.com.au
