price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"From $569,565",569565.0,"354 Ocean Rd, Gymea Bay NSW 2401",Gymea Bay,3,2,2,House,https://www.realestate.com.au/property/gymea-bay/house-1,realestate.com.au
"$1,728,078 - $1,910,931",1728078.0,"16 Church St, Gymea Bay NSW 2693",Gymea Bay,3,1,0,Villa,https://www.realestateview.com.au/property/gymea-bay/villa-4,realestateview.com.au
"$1,049,845",1049845.0,"711 Pacific Highway, Gymea Bay NSW 2510",Gymea Bay,0,1,1,Studio,https://www.domain.com.au/property/gymea-bay/studio-5,domain.com.au
"$1,892,299",1892299.0,"210 Church St, Gymea Bay NSW 2205",Gymea Bay,0,1,2,Studio,https://www.domain.com.au/property/gymea-bay/studio-6,domain.com.au
"$552,018 - $718,096",552018.0,"455 Beach Rd, Gymea Bay NSW 2471",Gymea Bay,1,1,2,House,https://www.realestateview.com.au/property/gymea-bay/house-7,realestateview.com.au
"Guide $782,544",782544.0,"286 Edward St, Gymea Bay NSW 2805",Gymea Bay,0,1,3,Studio,https://www.domain.com.au/property/gymea-bay/studio-8,domain.com.au
"From $890,402",890402.0,"545 George St, Gymea Bay NSW 2525",Gymea Bay,5,3,1,House,https://www.domain.com.au/property/gymea-bay/house-9,domain.com.au
"$2,107,586 - $2,368,252",2107586.0,"779 Market St, Gymea Bay NSW 2100",Gymea Bay,5,2,1,Penthouse,https://www.realestateview.com.au/property/gymea-bay/penthouse-10,realestateview.com.au
"$1,600,349 ONO",1600349.0,"731 Albert St, Gymea Bay NSW 2356",Gymea Bay,6,4,2,Penthouse,https://www.rent.com.au/property/gymea-bay/penthouse-11,rent.com.au
"$1,114,993 - $1,165,766",1114993.0,"172 William St, Gymea Bay NSW 2705",Gymea Bay,6,2,4,Penthouse,https://www.realestate.com.au/property/gymea-bay/penthouse-12,realestate.com.au
"$1,746,321",1746321.0,"300 Market St, Gymea Bay NSW 2853",Gymea Bay,0,1,1,Studio,https://www.rent.com.au/property/gymea-bay/studio-13,rent.com.au
"$1,859,941 - $1,917,398",1859941.0,"737 King St, Gymea Bay NSW 2078",Gymea Bay,3,1,0,Apartment / Unit / Flat,https://www.rent.com.au/property/gymea-bay/apartment--unit--flat-14,rent.com.au
"$548,612 - $738,862",548612.0,"81 Park Ave, Gymea Bay NSW 2848",Gymea Bay,4,4,1,House,https://www.realestate.com.au/property/gymea-bay/house-15,realestate.com.au
"From $2,064,358",2064358.0,"111 Market St, Gymea Bay NSW 2365",Gymea Bay,4,4,2,Penthouse,https://www.domain.com.au/property/gymea-bay/penthouse-16,domain.com.au
"$1,359,046 - $1,611,682",1359046.0,"52 Edward St, Gymea Bay NSW 2659",Gymea Bay,6,3,0,Penthouse,https://www.realestateview.com.au/property/gymea-bay/penthouse-17,realestateview.com.au
"$2,363,860 - $2,457,112",2363860.0,"250 High St, Gymea Bay NSW 2770",Gymea Bay,3,1,2,Villa,https://www.realestate.com.au/property/gymea-bay/villa-18,realestate.com.au
"From $798,604",798604.0,"461 William St, Gymea Bay NSW 2287",Gymea Bay,3,2,3,Apartment / Unit / Flat,https://www.realestate.com.au/property/gymea-bay/apartment--unit--flat-19,realestate.com.au
"$721,045",721045.0,"834 Church St, Gymea Bay NSW 2888",Gymea Bay,4,4,0,Penthouse,https://www.realestate.com.au/property/gymea-bay/penthouse-21,realestate.com.au
"$822,762",822762.0,"974 James St, Gymea Bay NSW 2437",Gymea Bay,1,1,0,House,https://www.rent.com.au/property/gymea-bay/house-23,rent.com.au
"$1,355,282 - $1,500,670",1355282.0,"773 The Boulevarde, Gymea Bay NSW 2618",Gymea Bay,0,1,1,Studio,https://www.realestateview.com.au/property/gymea-bay/studio-24,realestateview.com.au
