price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"From $611,866",611866.0,"950 James St, Neutral Bay NSW 2347",Neutral Bay,4,3,0,Penthouse,https://www.realestate.com.au/property/neutral-bay/penthouse-0,realestate.com.au
"Guide $2,098,761",2098761.0,"22 High St, Neutral Bay NSW 2297",Neutral Bay,1,2,3,House,https://www.realestateview.com.au/property/neutral-bay/house-1,realestateview.com.au
"$1,863,024",1863024.0,"263 Railway St, Neutral Bay NSW 2854",Neutral Bay,4,4,2,Apartment / Unit / Flat,https://www.realestateview.com.au/property/neutral-bay/apartment--unit--flat-2,realestateview.com.au
"Guide $1,449,830",1449830.0,"980 Beach Rd, Neutral Bay NSW 2815",Neutral Bay,5,4,2,Townhouse,https://www.domain.com.au/property/neutral-bay/townhouse-4,domain.com.au
"$1,419,944 - $1,717,473",1419944.0,"378 High St, Neutral Bay NSW 2501",Neutral Bay,3,3,0,Apartment / Unit / Flat,https://www.realestate.com.au/property/neutral-bay/apartment--unit--flat-5,realestate.com.au
"Guide $1,717,864",1717864.0,"754 Church St, Neutral Bay NSW 2065",Neutral Bay,2,3,2,House,https://www.realestate.com.au/property/neutral-bay/house-6,realestate.com.au
"$1,642,908 - $1,812,592",1642908.0,"18 Edward St, Neutral Bay NSW 2764",Neutral Bay,6,3,3,Penthouse,https://www.rent.com.au/property/neutral-bay/penthouse-8,rent.com.au
"$2,491,951 ONO",2491951.0,"325 Ocean Rd, Neutral Bay NSW 2443",Neutral Bay,4,2,1,Villa,https://www.domain.com.au/property/neutral-bay/villa-9,domain.com.au
"$2,441,306",2441306.0,"327 Princes Highway, Neutral Bay NSW 2987",Neutral Bay,2,2,2,House,https://www.realestate.com.au/property/neutral-bay/house-10,realestate.com.au
"Guide $652,241",652241.0,"363 Queen St, Neutral Bay NSW 2515",Neutral Bay,4,3,1,Penthouse,https://www.rent.com.au/property/neutral-bay/penthouse-12,rent.com.au
"$673,849 ONO",673849.0,"683 Beach Rd, Neutral Bay NSW 2034",Neutral Bay,3,4,3,Townhouse,https://www.domain.com.au/property/neutral-bay/townhouse-13,domain.com.au
"$1,390,903 - $1,646,720",1390903.0,"625 Elizabeth St, Neutral Bay NSW 2130",Neutral Bay,4,2,3,Penthouse,https://www.rent.com.au/property/neutral-bay/penthouse-14,rent.com.au
"Guide $1,679,873",1679873.0,"970 Military Rd, Neutral Bay NSW 2151",Neutral Bay,3,2,1,House,https://www.realestateview.com.au/property/neutral-bay/house-15,realestateview.com.au
"$918,094 ONO",918094.0,"694 Main St, Neutral Bay NSW 2053",Neutral Bay,0,1,0,Studio,https://www.realestate.com.au/property/neutral-bay/studio-16,realestate.com.au
"Guide $883,807",883807.0,"480 James St, Neutral Bay NSW 2235",Neutral Bay,3,1,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/neutral-bay/apartment--unit--flat-17,realestateview.com.au
"Guide $1,326,581",1326581.0,"173 Edward St, Neutral Bay NSW 2387",Neutral Bay,2,1,3,Villa,https://www.realestateview.com.au/property/neutral-bay/villa-18,realestateview.com.au
"$1,051,384",1051384.0,"2 Main St, Neutral Bay NSW 2658",Neutral Bay,2,1,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/neutral-bay/apartment--unit--flat-19,realestate.com.au
"$2,402,546",2402546.0,"560 Edward St, Neutral Bay NSW 2859",Neutral Bay,3,3,0,Penthouse,https://www.domain.com.au/property/neutral-bay/penthouse-20,domain.com.au
"$1,117,630 - $1,401,203",1117630.0,"916 Queen St, Neutral Bay NSW 2002",Neutral Bay,3,4,3,House,https://www.realestate.com.au/property/neutral-bay/house-21,realestate.com.au
"$1,604,927 - $1,885,507",1604927.0,"813 Main St, Neutral Bay NSW 2339",Neutral Bay,0,1,2,Studio,https://www.domain.com.au/property/neutral-bay/studio-22,domain.com.au
"From $1,927,560",1927560.0,"804 James St, Neutral Bay NSW 2962",Neutral Bay,4,2,0,House,https://www.rent.com.au/property/neutral-bay/house-23,rent.com.au
"Guide $1,767,549",1767549.0,"597 Military Rd, Neutral Bay NSW 2413",Neutral Bay,3,2,0,Apartment / Unit / Flat,https://www.rent.com.au/property/neutral-bay/apartment--unit--flat-24,rent.com.au
