price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $1,454,972",1454972.0,"604 Princes Highway, Royal North Shore NSW 2584",Royal North Shore,6,2,1,Penthouse,https://www.domain.com.au/property/royal-north-shore/penthouse-0,domain.com.au
"Guide $951,875",951875.0,"666 Park Ave, Royal North Shore NSW 2924",Royal North Shore,0,1,1,Studio,https://www.realestateview.com.au/property/royal-north-shore/studio-2,realestateview.com.au
"Guide $574,753",574753.0,"948 Edward St, Royal North Shore NSW 2004",Royal North Shore,2,2,2,Villa,https://www.realestate.com.au/property/royal-north-shore/villa-3,realestate.com.au
"$1,080,705",1080705.0,"714 High St, Royal North Shore NSW 2538",Royal North Shore,3,3,4,Penthouse,https://www.domain.com.au/property/royal-north-shore/penthouse-4,domain.com.au
"$1,074,366 - $1,357,182",1074366.0,"279 Church St, Royal North Shore NSW 2390",Royal North Shore,3,1,0,Villa,https://www.rent.com.au/property/royal-north-shore/villa-5,rent.com.au
"$1,940,606 - $2,082,230",1940606.0,"82 Market St, Royal North Shore NSW 2799",Royal North Shore,3,3,3,Villa,https://www.realestate.com.au/property/royal-north-shore/villa-6,realestate.com.au
"$2,000,353 ONO",2000353.0,"79 Elizabeth St, Royal North Shore NSW 2152",Royal North Shore,1,1,3,Townhouse,https://www.rent.com.au/property/royal-north-shore/townhouse-7,rent.com.au
"Guide $2,272,081",2272081.0,"446 William St, Royal North Shore NSW 2024",Royal North Shore,3,4,0,House,https://www.rent.com.au/property/royal-north-shore/house-8,rent.com.au
"$657,886 ONO",657886.0,"211 The Boulevarde, Royal North Shore NSW 2230",Royal North Shore,3,2,1,Apartment / Unit / Flat,https://www.rent.com.au/property/royal-north-shore/apartment--unit--flat-9,rent.com.au
"From $748,512",748512.0,"684 George St, Royal North Shore NSW 2568",Royal North Shore,5,4,2,House,https://www.realestate.com.au/property/royal-north-shore/house-10,realestate.com.au
"$1,976,133 ONO",1976133.0,"897 Pacific Highway, Royal North Shore NSW 2591",Royal North Shore,2,1,3,Townhouse,https://www.domain.com.au/property/royal-north-shore/townhouse-11,domain.com.au
"$695,843",695843.0,"396 King St, Royal North Shore NSW 2366",Royal North Shore,3,1,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/royal-north-shore/apartment--unit--flat-12,realestateview.com.au
"$1,599,964 - $1,699,769",1599964.0,"883 Albert St, Royal North Shore NSW 2490",Royal North Shore,2,2,1,House,https://www.domain.com.au/property/royal-north-shore/house-13,domain.com.au
"$2,140,737 ONO",2140737.0,"425 Main St, Royal North Shore NSW 2546",Royal North Shore,0,1,0,Studio,https://www.rent.com.au/property/royal-north-shore/studio-14,rent.com.au
"Guide $2,100,695",2100695.0,"945 Albert St, Royal North Shore NSW 2345",Royal North Shore,4,4,4,Villa,https://www.realestateview.com.au/property/royal-north-shore/villa-15,realestateview.com.au
"$1,863,106 - $1,943,555",1863106.0,"546 Church St, Royal North Shore NSW 2852",Royal North Shore,3,4,1,Apartment / Unit / Flat,https://www.rent.com.au/property/royal-north-shore/apartment--unit--flat-16,rent.com.au
"Guide $622,668",622668.0,"147 William St, Royal North Shore NSW 2300",Royal North Shore,0,1,1,Studio,https://www.domain.com.au/property/royal-north-shore/studio-17,domain.com.au
"$2,373,324",2373324.0,"981 Railway St, Royal North Shore NSW 2463",Royal North Shore,2,1,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/royal-north-shore/apartment--unit--flat-19,realestateview.com.au
"$1,168,230 - $1,450,552",1168230.0,"501 Princes Highway, Royal North Shore NSW 2099",Royal North Shore,3,2,3,Townhouse,https://www.realestateview.com.au/property/royal-north-shore/townhouse-20,realestateview.com.au
"$2,463,238 - $2,594,241",2463238.0,"374 Beach Rd, Royal North Shore NSW 2346",Royal North Shore,3,4,1,Penthouse,https://www.rent.com.au/property/royal-north-shore/penthouse-21,rent.com.au
"From $932,076",932076.0,"392 Edward St, Royal North Shore NSW 2466",Royal North Shore,0,1,1,Studio,https://www.rent.com.au/property/royal-north-shore/studio-22,rent.com.au
"From $1,070,291",1070291.0,"37 Pacific Highway, Royal North Shore NSW 2118",Royal North Shore,1,2,0,Apartment / Unit / Flat,https://www.domain.com.au/property/royal-north-shore/apartment--unit--flat-23,domain.com.au
"$1,266,608 - $1,320,588",1266608.0,"395 Princes Highway, Royal North Shore NSW 2509",Royal North Shore,3,1,1,Apartment / Unit / Flat,https://www.domain.com.au/property/royal-north-shore/apartment--unit--flat-24,domain.com.au
