price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,436,097",2436097.0,"153 Elizabeth St, Balmain East NSW 2273",Balmain East,4,4,3,Penthouse,https://www.domain.com.au/property/balmain-east/penthouse-0,domain.com.au
"Guide $789,460",789460.0,"516 Ocean Rd, Balmain East NSW 2683",Balmain East,5,4,2,Penthouse,https://www.realestate.com.au/property/balmain-east/penthouse-1,realestate.com.au
"$1,965,867 - $2,134,041",1965867.0,"328 Railway St, Balmain East NSW 2619",Balmain East,0,1,0,Studio,https://www.domain.com.au/property/balmain-east/studio-2,domain.com.au
"$841,451 - $1,107,430",841451.0,"963 Pacific Highway, Balmain East NSW 2160",Balmain East,1,2,2,Villa,https://www.realestate.com.au/property/balmain-east/villa-3,realestate.com.au
"From $2,187,205",2187205.0,"107 Victoria St, Balmain East NSW 2588",Balmain East,5,1,1,Townhouse,https://www.domain.com.au/property/balmain-east/townhouse-4,domain.com.au
"$895,962 - $1,037,929",895962.0,"149 Elizabeth St, Balmain East NSW 2765",Balmain East,4,3,1,Penthouse,https://www.domain.com.au/property/balmain-east/penthouse-5,domain.com.au
"Guide $2,457,848",2457848.0,"393 Church St, Balmain East NSW 2515",Balmain East,3,4,0,Villa,https://www.rent.com.au/property/balmain-east/villa-6,rent.com.au
"$1,896,911",1896911.0,"334 The Boulevarde, Balmain East NSW 2127",Balmain East,3,4,1,Villa,https://www.realestate.com.au/property/balmain-east/villa-7,realestate.com.au
"From $2,357,708",2357708.0,"450 King St, Balmain East NSW 2493",Balmain East,4,1,3,Villa,https://www.domain.com.au/property/balmain-east/villa-8,domain.com.au
"$1,585,192 - $1,818,382",1585192.0,"551 Princes Highway, Balmain East NSW 2344",Balmain East,3,3,4,Townhouse,https://www.domain.com.au/property/balmain-east/townhouse-9,domain.com.au
"Guide $729,579",729579.0,"991 Elizabeth St, Balmain East NSW 2120",Balmain East,6,3,2,Penthouse,https://www.rent.com.au/property/balmain-east/penthouse-11,rent.com.au
"From $829,142",829142.0,"893 Princes Highway, Balmain East NSW 2439",Balmain East,4,2,0,Penthouse,https://www.domain.com.au/property/balmain-east/penthouse-12,domain.com.au
"$2,111,746 - $2,358,073",2111746.0,"817 The Boulevarde, Balmain East NSW 2028",Balmain East,3,4,0,Villa,https://www.domain.com.au/property/balmain-east/villa-13,domain.com.au
"$1,921,827 - $2,157,893",1921827.0,"344 King St, Balmain East NSW 2843",Balmain East,2,2,0,House,https://www.realestate.com.au/property/balmain-east/house-14,realestate.com.au
"$1,909,905",1909905.0,"568 The Boulevarde, Balmain East NSW 2869",Balmain East,0,1,1,Studio,https://www.domain.com.au/property/balmain-east/studio-15,domain.com.au
"$1,882,624",1882624.0,"651 George St, Balmain East NSW 2611",Balmain East,3,1,2,Villa,https://www.realestateview.com.au/property/balmain-east/villa-16,realestateview.com.au
"$700,024 - $968,149",700024.0,"596 George St, Balmain East NSW 2512",Balmain East,3,4,1,Townhouse,https://www.rent.com.au/property/balmain-east/townhouse-17,rent.com.au
"$2,232,820",2232820.0,"605 Pacific Highway, Balmain East NSW 2435",Balmain East,3,2,3,Villa,https://www.rent.com.au/property/balmain-east/villa-18,rent.com.au
"$1,233,846",1233846.0,"109 Church St, Balmain East NSW 2929",Balmain East,0,1,1,Studio,https://www.rent.com.au/property/balmain-east/studio-19,rent.com.au
"Guide $1,171,063",1171063.0,"95 King St, Balmain East NSW 2428",Balmain East,6,4,1,Penthouse,https://www.domain.com.au/property/balmain-east/penthouse-20,domain.com.au
"$1,853,606 - $2,074,105",1853606.0,"701 Park Ave, Balmain East NSW 2349",Balmain East,4,1,1,House,https://www.domain.com.au/property/balmain-east/house-21,domain.com.au
"$1,162,882",1162882.0,"688 Victoria St, Balmain East NSW 2809",Balmain East,3,4,0,Penthouse,https://www.realestateview.com.au/property/balmain-east/penthouse-23,realestateview.com.au
"From $2,285,697",2285697.0,"310 Market St, Balmain East NSW 2232",Balmain East,0,1,1,Studio,https://www.realestate.com.au/property/balmain-east/studio-24,realestate.com.au
