price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,248,413 ONO",2248413.0,"959 The Boulevarde, Carlton NSW 2229",Carlton,2,1,1,House,https://www.domain.com.au/property/carlton/house-0,domain.com.au
"$596,982",596982.0,"860 Market St, Carlton NSW 2438",Carlton,2,1,1,Villa,https://www.domain.com.au/property/carlton/villa-1,domain.com.au
"From $2,079,901",2079901.0,"476 Church St, Carlton NSW 2194",Carlton,4,1,2,Apartment / Unit / Flat,https://www.rent.com.au/property/carlton/apartment--unit--flat-2,rent.com.au
"$1,986,430",1986430.0,"881 Military Rd, Carlton NSW 2775",Carlton,2,2,1,Villa,https://www.realestateview.com.au/property/carlton/villa-3,realestateview.com.au
"From $1,560,279",1560279.0,"32 The Boulevarde, Carlton NSW 2112",Carlton,0,1,3,Studio,https://www.rent.com.au/property/carlton/studio-5,rent.com.au
"Guide $1,436,213",1436213.0,"363 Edward St, Carlton NSW 2819",Carlton,3,3,3,House,https://www.realestateview.com.au/property/carlton/house-6,realestateview.com.au
"Guide $1,789,911",1789911.0,"687 Park Ave, Carlton NSW 2549",Carlton,1,1,1,Villa,https://www.realestate.com.au/property/carlton/villa-7,realestate.com.au
"$1,083,202 ONO",1083202.0,"213 Park Ave, Carlton NSW 2479",Carlton,3,4,0,House,https://www.rent.com.au/property/carlton/house-8,rent.com.au
"$2,378,627",2378627.0,"867 Elizabeth St, Carlton NSW 2049",Carlton,3,3,3,House,https://www.realestate.com.au/property/carlton/house-9,realestate.com.au
"$573,514",573514.0,"949 Pacific Highway, Carlton NSW 2899",Carlton,4,4,1,Townhouse,https://www.realestate.com.au/property/carlton/townhouse-10,realestate.com.au
"Guide $735,944",735944.0,"736 Princes Highway, Carlton NSW 2027",Carlton,3,4,3,Apartment / Unit / Flat,https://www.realestate.com.au/property/carlton/apartment--unit--flat-12,realestate.com.au
"$917,781 - $1,151,257",917781.0,"399 Ocean Rd, Carlton NSW 2211",Carlton,4,1,0,Townhouse,https://www.realestateview.com.au/property/carlton/townhouse-13,realestateview.com.au
"From $897,518",897518.0,"240 William St, Carlton NSW 2784",Carlton,4,2,1,Townhouse,https://www.realestate.com.au/property/carlton/townhouse-14,realestate.com.au
"$2,016,515 ONO",2016515.0,"7 Elizabeth St, Carlton NSW 2833",Carlton,3,3,0,Villa,https://www.realestateview.com.au/property/carlton/villa-15,realestateview.com.au
"From $2,107,726",2107726.0,"97 High St, Carlton NSW 2029",Carlton,1,1,3,Townhouse,https://www.rent.com.au/property/carlton/townhouse-16,rent.com.au
"$2,227,398 ONO",2227398.0,"339 Victoria St, Carlton NSW 2065",Carlton,0,1,0,Studio,https://www.domain.com.au/property/carlton/studio-17,domain.com.au
"From $976,892",976892.0,"194 James St, Carlton NSW 2440",Carlton,6,4,1,Penthouse,https://www.realestate.com.au/property/carlton/penthouse-18,realestate.com.au
"Guide $2,019,649",2019649.0,"573 Pacific Highway, Carlton NSW 2767",Carlton,3,3,3,House,https://www.rent.com.au/property/carlton/house-19,rent.com.au
"$1,576,127 ONO",1576127.0,"998 Beach Rd, Carlton NSW 2550",Carlton,3,2,2,Townhouse,https://www.rent.com.au/property/carlton/townhouse-20,rent.com.au
"From $1,052,665",1052665.0,"439 George St, Carlton NSW 2507",Carlton,1,2,0,Villa,https://www.realestate.com.au/property/carlton/villa-21,realestate.com.au
"Guide $2,253,092",2253092.0,"185 Military Rd, Carlton NSW 2482",Carlton,5,4,0,Penthouse,https://www.realestate.com.au/property/carlton/penthouse-22,realestate.com.au
"$1,648,584 - $1,802,668",1648584.0,"288 Beach Rd, Carlton NSW 2148",Carlton,0,1,0,Studio,https://www.domain.com.au/property/carlton/studio-23,domain.com.au
"$2,354,020",2354020.0,"986 Edward St, Carlton NSW 2185",Carlton,4,4,1,Penthouse,https://www.realestateview.com.au/property/carlton/penthouse-24,realestateview.com.au
