price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"From $1,364,311",1364311.0,"401 Beach Rd, Glenhaven NSW 2913",Glenhaven,0,1,1,Studio,https://www.realestateview.com.au/property/glenhaven/studio-1,realestateview.com.au
"$2,118,481 - $2,308,176",2118481.0,"552 Railway St, Glenhaven NSW 2108",Glenhaven,3,2,1,Apartment / Unit / Flat,https://www.rent.com.au/property/glenhaven/apartment--unit--flat-2,rent.com.au
"Guide $2,083,720",2083720.0,"477 Victoria St, Glenhaven NSW 2840",Glenhaven,1,1,1,Villa,https://www.rent.com.au/property/glenhaven/villa-3,rent.com.au
"Guide $1,336,452",1336452.0,"561 William St, Glenhaven NSW 2007",Glenhaven,1,2,0,Villa,https://www.domain.com.au/property/glenhaven/villa-4,domain.com.au
"Guide $2,472,206",2472206.0,"765 King St, Glenhaven NSW 2548",Glenhaven,1,1,2,Townhouse,https://www.domain.com.au/property/glenhaven/townhouse-5,domain.com.au
"$1,990,018",1990018.0,"170 Military Rd, Glenhaven NSW 2878",Glenhaven,3,3,2,Townhouse,https://www.realestate.com.au/property/glenhaven/townhouse-6,realestate.com.au
"$995,489 ONO",995489.0,"398 Pacific Highway, Glenhaven NSW 2362",Glenhaven,6,4,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/glenhaven/apartment--unit--flat-8,realestate.com.au
"$1,055,566 - $1,276,703",1055566.0,"862 Market St, Glenhaven NSW 2301",Glenhaven,0,1,4,Studio,https://www.realestate.com.au/property/glenhaven/studio-9,realestate.com.au
"$1,717,373 ONO",1717373.0,"266 Victoria St, Glenhaven NSW 2757",Glenhaven,2,2,2,House,https://www.domain.com.au/property/glenhaven/house-10,domain.com.au
"From $2,285,151",2285151.0,"555 High St, Glenhaven NSW 2301",Glenhaven,4,3,2,Penthouse,https://www.realestate.com.au/property/glenhaven/penthouse-11,realestate.com.au
"Guide $562,288",562288.0,"126 Park Ave, Glenhaven NSW 2816",Glenhaven,0,1,0,Studio,https://www.realestateview.com.au/property/glenhaven/studio-12,realestateview.com.au
"$608,845 ONO",608845.0,"148 Edward St, Glenhaven NSW 2824",Glenhaven,3,4,0,House,https://www.rent.com.au/property/glenhaven/house-13,rent.com.au
"$2,147,612 ONO",2147612.0,"893 Edward St, Glenhaven NSW 2824",Glenhaven,3,4,0,Townhouse,https://www.realestateview.com.au/property/glenhaven/townhouse-14,realestateview.com.au
"From $1,360,900",1360900.0,"782 Elizabeth St, Glenhaven NSW 2179",Glenhaven,0,1,2,Studio,https://www.rent.com.au/property/glenhaven/studio-15,rent.com.au
"Guide $1,981,577",1981577.0,"656 Albert St, Glenhaven NSW 2447",Glenhaven,2,2,2,House,https://www.realestate.com.au/property/glenhaven/house-16,realestate.com.au
"$1,049,158",1049158.0,"2 George St, Glenhaven NSW 2374",Glenhaven,1,1,1,Townhouse,https://www.domain.com.au/property/glenhaven/townhouse-17,domain.com.au
"$606,688",606688.0,"286 Edward St, Glenhaven NSW 2009",Glenhaven,4,2,0,Penthouse,https://www.realestate.com.au/property/glenhaven/penthouse-18,realestate.com.au
"From $2,434,805",2434805.0,"192 King St, Glenhaven NSW 2541",Glenhaven,3,4,1,Penthouse,https://www.domain.com.au/property/glenhaven/penthouse-19,domain.com.au
"From $1,079,829",1079829.0,"267 Edward St, Glenhaven NSW 2618",Glenhaven,2,3,2,House,https://www.realestate.com.au/property/glenhaven/house-20,realestate.com.au
"$1,137,883 ONO",1137883.0,"485 Victoria St, Glenhaven NSW 2490",Glenhaven,6,4,1,Penthouse,https://www.realestateview.com.au/property/glenhaven/penthouse-21,realestateview.com.au
"$1,585,919",1585919.0,"316 Church St, Glenhaven NSW 2977",Glenhaven,0,1,0,Studio,https://www.realestate.com.au/property/glenhaven/studio-22,realestate.com.au
"$1,696,048 ONO",1696048.0,"61 Pacific Highway, Glenhaven NSW 2125",Glenhaven,4,4,3,Penthouse,https://www.realestateview.com.au/property/glenhaven/penthouse-23,realestateview.com.au
"$2,096,587 - $2,212,899",2096587.0,"519 Princes Highway, Glenhaven NSW 2575",Glenhaven,4,3,1,Penthouse,https://www.realestate.com.au/property/glenhaven/penthouse-24,realestate.com.au
