price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$585,211 - $859,559",585211.0,"922 Edward St, Menai NSW 2931",Menai,3,2,1,Penthouse,https://www.realestate.com.au/property/menai/penthouse-0,realestate.com.au
"$1,398,246 - $1,510,160",1398246.0,"812 Victoria St, Menai NSW 2154",Menai,3,3,0,Townhouse,https://www.realestate.com.au/property/menai/townhouse-1,realestate.com.au
"$1,236,089",1236089.0,"804 Railway St, Menai NSW 2821",Menai,4,1,3,Townhouse,https://www.realestateview.com.au/property/menai/townhouse-2,realestateview.com.au
"$822,957 - $1,053,677",822957.0,"397 Edward St, Menai NSW 2071",Menai,6,4,3,Penthouse,https://www.realestate.com.au/property/menai/penthouse-3,realestate.com.au
"$861,293 ONO",861293.0,"671 William St, Menai NSW 2648",Menai,4,2,2,Apartment / Unit / Flat,https://www.domain.com.au/property/menai/apartment--unit--flat-4,domain.com.au
"$1,632,808",1632808.0,"106 Church St, Menai NSW 2657",Menai,4,2,0,Villa,https://www.rent.com.au/property/menai/villa-5,rent.com.au
"$2,102,213 - $2,295,734",2102213.0,"685 William St, Menai NSW 2776",Menai,4,3,1,House,https://www.realestate.com.au/property/menai/house-6,realestate.com.au
"$1,249,665",1249665.0,"655 Railway St, Menai NSW 2279",Menai,1,1,3,Apartment / Unit / Flat,https://www.domain.com.au/property/menai/apartment--unit--flat-7,domain.com.au
"$2,068,068 ONO",2068068.0,"652 William St, Menai NSW 2181",Menai,1,1,3,House,https://www.realestateview.com.au/property/menai/house-8,realestateview.com.au
"$2,357,756 ONO",2357756.0,"943 High St, Menai NSW 2753",Menai,4,2,2,House,https://www.realestateview.com.au/property/menai/house-9,realestateview.com.au
"$1,570,828 ONO",1570828.0,"142 Railway St, Menai NSW 2034",Menai,0,1,1,Studio,https://www.rent.com.au/property/menai/studio-10,rent.com.au
"From $679,009",679009.0,"703 Ocean Rd, Menai NSW 2337",Menai,3,2,0,Villa,https://www.realestateview.com.au/property/menai/villa-11,realestateview.com.au
"$662,195 ONO",662195.0,"417 Market St, Menai NSW 2133",Menai,3,3,0,Penthouse,https://www.realestate.com.au/property/menai/penthouse-12,realestate.com.au
"$737,763",737763.0,"279 George St, Menai NSW 2192",Menai,0,1,2,Studio,https://www.realestateview.com.au/property/menai/studio-15,realestateview.com.au
"$2,059,075 ONO",2059075.0,"306 Ocean Rd, Menai NSW 2668",Menai,1,2,1,Apartment / Unit / Flat,https://www.rent.com.au/property/menai/apartment--unit--flat-16,rent.com.au
"Guide $1,425,027",1425027.0,"927 Pacific Highway, Menai NSW 2264",Menai,0,1,0,Studio,https://www.rent.com.au/property/menai/studio-17,rent.com.au
"$2,288,356 - $2,436,942",2288356.0,"803 James St, Menai NSW 2005",Menai,2,3,1,House,https://www.realestate.com.au/property/menai/house-18,realestate.com.au
"$2,400,245 - $2,678,713",2400245.0,"731 Railway St, Menai NSW 2586",Menai,4,1,0,Apartment / Unit / Flat,https://www.realestate.com.au/property/menai/apartment--unit--flat-19,realestate.com.au
"$1,274,260",1274260.0,"492 The Boulevarde, Menai NSW 2186",Menai,3,3,0,House,https://www.realestateview.com.au/property/menai/house-20,realestateview.com.au
"$1,557,768 ONO",1557768.0,"253 Princes Highway, Menai NSW 2988",Menai,0,1,1,Studio,https://www.rent.com.au/property/menai/studio-21,rent.com.au
"Guide $705,485",705485.0,"700 Market St, Menai NSW 2819",Menai,0,1,3,Studio,https://www.realestate.com.au/property/menai/studio-22,realestate.com.au
"$1,206,763 - $1,285,283",1206763.0,"115 Elizabeth St, Menai NSW 2668",Menai,4,1,2,House,https://www.rent.com.au/property/menai/house-23,rent.com.au
"$1,315,480",1315480.0,"86 Market St, Menai NSW 2118",Menai,2,3,1,Townhouse,https://www.realestate.com.au/property/menai/townhouse-24,realestate.com.au
