price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$1,684,604 - $1,736,694",1684604.0,"297 Market St, Newtown NSW 2699",Newtown,4,2,1,Villa,https://www.realestate.com.au/property/newtown/villa-0,realestate.com.au
"$2,138,543 ONO",2138543.0,"973 Park Ave, Newtown NSW 2403",Newtown,2,3,1,Villa,https://www.rent.com.au/property/newtown/villa-1,rent.com.au
"$1,648,447 ONO",1648447.0,"576 Military Rd, Newtown NSW 2818",Newtown,0,1,0,Studio,https://www.realestate.com.au/property/newtown/studio-2,realestate.com.au
"$1,419,622 - $1,657,330",1419622.0,"636 Railway St, Newtown NSW 2091",Newtown,2,3,1,Townhouse,https://www.rent.com.au/property/newtown/townhouse-3,rent.com.au
"$1,534,827 - $1,732,430",1534827.0,"713 Elizabeth St, Newtown NSW 2577",Newtown,2,2,0,Villa,https://www.realestateview.com.au/property/newtown/villa-4,realestateview.com.au
"$2,320,955 ONO",2320955.0,"250 William St, Newtown NSW 2962",Newtown,5,4,1,Apartment / Unit / Flat,https://www.rent.com.au/property/newtown/apartment--unit--flat-5,rent.com.au
"From $1,572,068",1572068.0,"286 Albert St, Newtown NSW 2519",Newtown,1,1,1,House,https://www.rent.com.au/property/newtown/house-6,rent.com.au
"$2,039,198 - $2,098,824",2039198.0,"911 Railway St, Newtown NSW 2482",Newtown,0,1,0,Studio,https://www.domain.com.au/property/newtown/studio-7,domain.com.au
"From $2,091,120",2091120.0,"768 Albert St, Newtown NSW 2599",Newtown,4,4,0,House,https://www.realestate.com.au/property/newtown/house-8,realestate.com.au
"Guide $1,240,915",1240915.0,"2 Elizabeth St, Newtown NSW 2583",Newtown,6,4,0,Penthouse,https://www.rent.com.au/property/newtown/penthouse-9,rent.com.au
"$1,860,685",1860685.0,"749 Railway St, Newtown NSW 2693",Newtown,5,3,2,Townhouse,https://www.rent.com.au/property/newtown/townhouse-10,rent.com.au
"$2,036,534 ONO",2036534.0,"345 Railway St, Newtown NSW 2363",Newtown,2,1,0,House,https://www.realestateview.com.au/property/newtown/house-11,realestateview.com.au
"$2,000,800 ONO",2000800.0,"716 Pacific Highway, Newtown NSW 2969",Newtown,4,2,2,Penthouse,https://www.realestate.com.au/property/newtown/penthouse-12,realestate.com.au
"From $930,846",930846.0,"242 Queen St, Newtown NSW 2097",Newtown,4,2,2,Townhouse,https://www.rent.com.au/property/newtown/townhouse-13,rent.com.au
"$1,171,561 - $1,357,924",1171561.0,"739 Railway St, Newtown NSW 2171",Newtown,2,1,0,House,https://www.realestateview.com.au/property/newtown/house-14,realestateview.com.au
"Guide $830,335",830335.0,"526 James St, Newtown NSW 2359",Newtown,5,4,2,Villa,https://www.realestate.com.au/property/newtown/villa-15,realestate.com.au
"$2,346,717",2346717.0,"805 Beach Rd, Newtown NSW 2172",Newtown,4,4,3,Apartment / Unit / Flat,https://www.realestate.com.au/property/newtown/apartment--unit--flat-16,realestate.com.au
"$1,491,755",1491755.0,"847 James St, Newtown NSW 2181",Newtown,6,3,0,Penthouse,https://www.rent.com.au/property/newtown/penthouse-17,rent.com.au
"$978,980",978980.0,"872 Railway St, Newtown NSW 2020",Newtown,2,1,1,Villa,https://www.domain.com.au/property/newtown/villa-18,domain.com.au
"Guide $811,490",811490.0,"666 Albert St, Newtown NSW 2414",Newtown,0,1,1,Studio,https://www.realestate.com.au/property/newtown/studio-19,realestate.com.au
"From $922,315",922315.0,"931 Pacific Highway, Newtown NSW 2092",Newtown,3,1,0,Townhouse,https://www.realestateview.com.au/property/newtown/townhouse-20,realestateview.com.au
"$2,321,068",2321068.0,"709 Ocean Rd, Newtown NSW 2175",Newtown,4,3,2,Villa,https://www.rent.com.au/property/newtown/villa-21,rent.com.au
"$1,672,678 ONO",1672678.0,"451 James St, Newtown NSW 2032",Newtown,3,3,3,Villa,https://www.domain.com.au/property/newtown/villa-22,domain.com.au
"Guide $2,223,711",2223711.0,"368 Victoria St, Newtown NSW 2552",Newtown,4,2,1,Penthouse,https://www.realestate.com.au/property/newtown/penthouse-23,realestate.com.au
"$750,429 - $873,785",750429.0,"657 Church St, Newtown NSW 2258",Newtown,3,3,2,Villa,https://www.rent.com.au/property/newtown/villa-24,rent.com.au
