price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$1,841,035 - $1,923,551",1841035.0,"646 Pacific Highway, Casula NSW 2632",Casula,2,2,3,Townhouse,https://www.rent.com.au/property/casula/townhouse-0,rent.com.au
"$2,476,723 ONO",2476723.0,"868 Victoria St, Casula NSW 2731",Casula,2,1,0,House,https://www.realestateview.com.au/property/casula/house-1,realestateview.com.au
"$1,790,321 - $1,932,367",1790321.0,"190 Albert St, Casula NSW 2711",Casula,4,3,3,Townhouse,https://www.realestateview.com.au/property/casula/townhouse-2,realestateview.com.au
"$1,623,840 - $1,867,083",1623840.0,"239 Victoria St, Casula NSW 2787",Casula,3,3,3,Apartment / Unit / Flat,https://www.domain.com.au/property/casula/apartment--unit--flat-3,domain.com.au
"$2,234,086 - $2,514,221",2234086.0,"797 Military Rd, Casula NSW 2002",Casula,6,2,1,Penthouse,https://www.domain.com.au/property/casula/penthouse-4,domain.com.au
"$540,279 - $729,634",540279.0,"829 Albert St, Casula NSW 2892",Casula,3,4,2,Villa,https://www.domain.com.au/property/casula/villa-5,domain.com.au
"From $2,171,618",2171618.0,"20 Edward St, Casula NSW 2848",Casula,3,4,0,House,https://www.rent.com.au/property/casula/house-6,rent.com.au
"Guide $2,047,016",2047016.0,"372 Military Rd, Casula NSW 2596",Casula,0,1,0,Studio,https://www.realestateview.com.au/property/casula/studio-7,realestateview.com.au
"$1,229,370 - $1,443,246",1229370.0,"470 Pacific Highway, Casula NSW 2157",Casula,3,4,0,Townhouse,https://www.realestateview.com.au/property/casula/townhouse-8,realestateview.com.au
"From $1,834,374",1834374.0,"168 King St, Casula NSW 2092",Casula,4,2,1,Apartment / Unit / Flat,https://www.domain.com.au/property/casula/apartment--unit--flat-9,domain.com.au
"$1,463,428 ONO",1463428.0,"956 Queen St, Casula NSW 2601",Casula,2,2,1,House,https://www.rent.com.au/property/casula/house-10,rent.com.au
"$1,424,324",1424324.0,"890 Railway St, Casula NSW 2475",Casula,6,2,2,Penthouse,https://www.rent.com.au/property/casula/penthouse-11,rent.com.au
"$2,102,615",2102615.0,"608 The Boulevarde, Casula NSW 2105",Casula,0,1,0,Studio,https://www.rent.com.au/property/casula/studio-12,rent.com.au
"From $569,513",569513.0,"469 George St, Casula NSW 2518",Casula,3,3,1,House,https://www.realestateview.com.au/property/casula/house-13,realestateview.com.au
"Guide $1,429,011",1429011.0,"782 Church St, Casula NSW 2369",Casula,2,1,4,Villa,https://www.realestateview.com.au/property/casula/villa-14,realestateview.com.au
"$946,678 - $1,095,217",946678.0,"905 Main St, Casula NSW 2794",Casula,3,2,0,Townhouse,https://www.realestateview.com.au/property/casula/townhouse-15,realestateview.com.au
"From $2,107,405",2107405.0,"522 Edward St, Casula NSW 2262",Casula,3,2,2,Villa,https://www.domain.com.au/property/casula/villa-16,domain.com.au
"$1,440,626 - $1,679,553",1440626.0,"450 Queen St, Casula NSW 2089",Casula,5,3,0,Townhouse,https://www.realestate.com.au/property/casula/townhouse-18,realestate.com.au
"$2,119,963",2119963.0,"849 Church St, Casula NSW 2637",Casula,3,2,0,House,https://www.realestateview.com.au/property/casula/house-19,realestateview.com.au
"From $655,688",655688.0,"433 William St, Casula NSW 2955",Casula,1,2,1,Villa,https://www.rent.com.au/property/casula/villa-20,rent.com.au
"$2,060,999 - $2,262,372",2060999.0,"507 Beach Rd, Casula NSW 2628",Casula,2,3,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/casula/apartment--unit--flat-21,realestate.com.au
"From $1,119,819",1119819.0,"587 Military Rd, Casula NSW 2329",Casula,2,1,1,Townhouse,https://www.realestate.com.au/property/casula/townhouse-22,realestate.com.au
"$1,047,125",1047125.0,"366 Railway St, Casula NSW 2176",Casula,2,1,1,Villa,https://www.rent.com.au/property/casula/villa-23,rent.com.au
"$1,638,339 - $1,826,949",1638339.0,"46 Railway St, Casula NSW 2614",Casula,0,1,1,Studio,https://www.realestate.com.au/property/casula/studio-24,realestate.com.au
