price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"From $2,126,090",2126090.0,"832 Main St, Potts Point NSW 2923",Potts Point,4,1,2,House,https://www.realestate.com.au/property/potts-point/house-3,realestate.com.au
"Guide $1,915,609",1915609.0,"248 Park Ave, Potts Point NSW 2847",Potts Point,4,2,0,Terrace,https://www.realestateview.com.au/property/potts-point/terrace-4,realestateview.com.au
"$3,475,388 - $3,618,709",3475388.0,"454 Edward St, Potts Point NSW 2419",Potts Point,3,3,2,Apartment / Unit / Flat,https://www.realestate.com.au/property/potts-point/apartment--unit--flat-5,realestate.com.au
"Guide $2,699,954",2699954.0,"872 Elizabeth St, Potts Point NSW 2636",Potts Point,0,1,3,Studio,https://www.domain.com.au/property/potts-point/studio-6,domain.com.au
"$3,931,117 ONO",3931117.0,"428 Princes Highway, Potts Point NSW 2269",Potts Point,2,2,0,Apartment / Unit / Flat,https://www.rent.com.au/property/potts-point/apartment--unit--flat-7,rent.com.au
"$5,156,241",5156241.0,"613 Beach Rd, Potts Point NSW 2590",Potts Point,2,3,0,Terrace,https://www.domain.com.au/property/potts-point/terrace-10,domain.com.au
"From $3,177,452",3177452.0,"193 Pacific Highway, Potts Point NSW 2730",Potts Point,2,3,1,Terrace,https://www.rent.com.au/property/potts-point/terrace-11,rent.com.au
"$4,660,939",4660939.0,"617 Park Ave, Potts Point NSW 2168",Potts Point,4,2,3,Penthouse,https://www.domain.com.au/property/potts-point/penthouse-13,domain.com.au
"$2,404,591 ONO",2404591.0,"745 Albert St, Potts Point NSW 2221",Potts Point,4,2,2,House,https://www.realestate.com.au/property/potts-point/house-14,realestate.com.au
"$4,036,703 - $4,201,942",4036703.0,"221 James St, Potts Point NSW 2294",Potts Point,3,1,2,Apartment / Unit / Flat,https://www.rent.com.au/property/potts-point/apartment--unit--flat-17,rent.com.au
"From $5,074,512",5074512.0,"222 James St, Potts Point NSW 2876",Potts Point,3,2,1,Terrace,https://www.domain.com.au/property/potts-point/terrace-21,domain.com.au
"$2,736,188 - $2,979,506",2736188.0,"682 James St, Potts Point NSW 2544",Potts Point,3,2,1,Penthouse,https://www.rent.com.au/property/potts-point/penthouse-22,rent.com.au
"$2,577,302",2577302.0,"219 Ocean Rd, Potts Point NSW 2024",Potts Point,1,2,0,Terrace,https://www.domain.com.au/property/potts-point/terrace-24,domain.com.au
