price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$3,088,183 - $3,308,355",3088183.0,"287 Queen St, Kirribilli NSW 2959",Kirribilli,0,1,4,Studio,https://www.domain.com.au/property/kirribilli/studio-4,domain.com.au
"$2,538,009 ONO",2538009.0,"566 Railway St, Kirribilli NSW 2202",Kirribilli,3,1,2,House,https://www.realestateview.com.au/property/kirribilli/house-6,realestateview.com.au
"Guide $2,278,633",2278633.0,"907 Albert St, Kirribilli NSW 2922",Kirribilli,4,2,1,Apartment / Unit / Flat,https://www.rent.com.au/property/kirribilli/apartment--unit--flat-8,rent.com.au
"Guide $4,487,669",4487669.0,"114 Princes Highway, Kirribilli NSW 2289",Kirribilli,4,3,0,Apartment / Unit / Flat,https://www.rent.com.au/property/kirribilli/apartment--unit--flat-11,rent.com.au
"$5,411,387",5411387.0,"197 Victoria St, Kirribilli NSW 2095",Kirribilli,2,1,0,Terrace,https://www.rent.com.au/property/kirribilli/terrace-14,rent.com.au
"From $4,415,263",4415263.0,"214 Beach Rd, Kirribilli NSW 2126",Kirribilli,2,3,0,Terrace,https://www.domain.com.au/property/kirribilli/terrace-16,domain.com.au
"From $1,602,841",1602841.0,"134 Edward St, Kirribilli NSW 2679",Kirribilli,0,1,2,Studio,https://www.domain.com.au/property/kirribilli/studio-17,domain.com.au
"Guide $4,304,078",4304078.0,"75 James St, Kirribilli NSW 2011",Kirribilli,0,1,1,Studio,https://www.rent.com.au/property/kirribilli/studio-18,rent.com.au
"$3,638,894 ONO",3638894.0,"441 Victoria St, Kirribilli NSW 2795",Kirribilli,0,1,1,Studio,https://www.realestateview.com.au/property/kirribilli/studio-20,realestateview.com.au
"$3,670,881 ONO",3670881.0,"533 George St, Kirribilli NSW 2177",Kirribilli,5,2,0,Penthouse,https://www.realestate.com.au/property/kirribilli/penthouse-21,realestate.com.au
"$4,516,590",4516590.0,"508 Princes Highway, Kirribilli NSW 2702",Kirribilli,1,2,1,Terrace,https://www.domain.com.au/property/kirribilli/terrace-22,domain.com.au
