price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$746,062",746062.0,"300 Railway St, Spit Junction NSW 2455",Spit Junction,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/property/spit-junction/apartment--unit--flat-1,domain.com.au
"Guide $1,917,265",1917265.0,"203 Military Rd, Spit Junction NSW 2334",Spit Junction,6,2,2,Penthouse,https://www.realestate.com.au/property/spit-junction/penthouse-2,realestate.com.au
"From $832,762",832762.0,"136 James St, Spit Junction NSW 2429",Spit Junction,2,3,4,House,https://www.realestateview.com.au/property/spit-junction/house-3,realestateview.com.au
"From $2,215,208",2215208.0,"568 Victoria St, Spit Junction NSW 2697",Spit Junction,3,1,0,House,https://www.rent.com.au/property/spit-junction/house-4,rent.com.au
"$1,534,203",1534203.0,"109 King St, Spit Junction NSW 2396",Spit Junction,3,2,4,Villa,https://www.rent.com.au/property/spit-junction/villa-5,rent.com.au
"$785,352 - $990,845",785352.0,"885 Elizabeth St, Spit Junction NSW 2352",Spit Junction,3,4,1,Villa,https://www.rent.com.au/property/spit-junction/villa-6,rent.com.au
"$725,438 ONO",725438.0,"778 Elizabeth St, Spit Junction NSW 2524",Spit Junction,3,4,3,Penthouse,https://www.domain.com.au/property/spit-junction/penthouse-7,domain.com.au
"$1,963,227 ONO",1963227.0,"772 King St, Spit Junction NSW 2038",Spit Junction,1,2,1,Townhouse,https://www.domain.com.au/property/spit-junction/townhouse-8,domain.com.au
"$2,011,604 ONO",2011604.0,"845 Park Ave, Spit Junction NSW 2225",Spit Junction,6,4,3,Penthouse,https://www.domain.com.au/property/spit-junction/penthouse-9,domain.com.au
"$1,319,861 ONO",1319861.0,"700 Beach Rd, Spit Junction NSW 2618",Spit Junction,0,1,1,Studio,https://www.realestateview.com.au/property/spit-junction/studio-10,realestateview.com.au
"Guide $1,731,578",1731578.0,"700 Pacific Highway, Spit Junction NSW 2172",Spit Junction,3,2,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/spit-junction/apartment--unit--flat-11,realestateview.com.au
"$1,833,578 - $2,121,189",1833578.0,"740 James St, Spit Junction NSW 2737",Spit Junction,6,4,0,Penthouse,https://www.rent.com.au/property/spit-junction/penthouse-12,rent.com.au
"From $1,696,300",1696300.0,"776 Albert St, Spit Junction NSW 2864",Spit Junction,1,1,1,Villa,https://www.domain.com.au/property/spit-junction/villa-13,domain.com.au
"$781,156 ONO",781156.0,"925 Military Rd, Spit Junction NSW 2529",Spit Junction,6,3,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/spit-junction/apartment--unit--flat-14,realestateview.com.au
"$516,923 - $783,202",516923.0,"252 High St, Spit Junction NSW 2166",Spit Junction,2,2,2,Townhouse,https://www.rent.com.au/property/spit-junction/townhouse-16,rent.com.au
"Guide $1,661,642",1661642.0,"232 Main St, Spit Junction NSW 2060",Spit Junction,0,1,2,Studio,https://www.realestateview.com.au/property/spit-junction/studio-18,realestateview.com.au
"$1,985,713 ONO",1985713.0,"20 Park Ave, Spit Junction NSW 2695",Spit Junction,2,3,1,Townhouse,https://www.realestateview.com.au/property/spit-junction/townhouse-20,realestateview.com.au
"From $956,589",956589.0,"654 Railway St, Spit Junction NSW 2445",Spit Junction,2,3,2,House,https://www.domain.com.au/property/spit-junction/house-21,domain.com.au
"$600,130 - $789,978",600130.0,"905 The Boulevarde, Spit Junction NSW 2463",Spit Junction,2,3,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/spit-junction/apartment--unit--flat-23,realestateview.com.au
"$2,093,425",2093425.0,"235 Elizabeth St, Spit Junction NSW 2398",Spit Junction,3,4,1,House,https://www.realestateview.com.au/property/spit-junction/house-24,realestateview.com.au
