price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"From $1,873,004",1873004.0,"309 Pacific Highway, Narwee NSW 2130",Narwee,4,4,1,Townhouse,https://www.rent.com.au/property/narwee/townhouse-0,rent.com.au
"$1,483,295 ONO",1483295.0,"325 Elizabeth St, Narwee NSW 2640",Narwee,5,1,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/narwee/apartment--unit--flat-1,realestate.com.au
"$1,934,929 - $2,205,387",1934929.0,"60 Albert St, Narwee NSW 2422",Narwee,6,2,2,Penthouse,https://www.rent.com.au/property/narwee/penthouse-2,rent.com.au
"From $1,582,615",1582615.0,"601 Pacific Highway, Narwee NSW 2370",Narwee,3,3,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/narwee/apartment--unit--flat-3,realestate.com.au
"Guide $735,189",735189.0,"140 Albert St, Narwee NSW 2517",Narwee,0,1,2,Studio,https://www.domain.com.au/property/narwee/studio-4,domain.com.au
"From $1,270,297",1270297.0,"266 Beach Rd, Narwee NSW 2345",Narwee,3,1,3,House,https://www.rent.com.au/property/narwee/house-5,rent.com.au
"From $668,237",668237.0,"278 Park Ave, Narwee NSW 2191",Narwee,0,1,2,Studio,https://www.realestate.com.au/property/narwee/studio-6,realestate.com.au
"$2,401,711 - $2,478,912",2401711.0,"591 Ocean Rd, Narwee NSW 2027",Narwee,0,1,2,Studio,https://www.domain.com.au/property/narwee/studio-7,domain.com.au
"$1,631,520 ONO",1631520.0,"947 Market St, Narwee NSW 2251",Narwee,5,2,0,Villa,https://www.realestate.com.au/property/narwee/villa-9,realestate.com.au
"Guide $1,184,079",1184079.0,"248 Princes Highway, Narwee NSW 2992",Narwee,1,1,2,Townhouse,https://www.domain.com.au/property/narwee/townhouse-10,domain.com.au
"$1,630,767 - $1,688,912",1630767.0,"879 Market St, Narwee NSW 2928",Narwee,4,2,2,Penthouse,https://www.realestateview.com.au/property/narwee/penthouse-12,realestateview.com.au
"$1,012,751 - $1,134,417",1012751.0,"373 The Boulevarde, Narwee NSW 2629",Narwee,0,1,2,Studio,https://www.realestate.com.au/property/narwee/studio-14,realestate.com.au
"$2,305,272",2305272.0,"884 Market St, Narwee NSW 2480",Narwee,0,1,0,Studio,https://www.realestateview.com.au/property/narwee/studio-15,realestateview.com.au
"From $1,360,442",1360442.0,"784 William St, Narwee NSW 2634",Narwee,6,2,2,Penthouse,https://www.realestate.com.au/property/narwee/penthouse-16,realestate.com.au
"$519,937 ONO",519937.0,"774 Beach Rd, Narwee NSW 2084",Narwee,5,3,1,Penthouse,https://www.domain.com.au/property/narwee/penthouse-18,domain.com.au
"$1,906,881 ONO",1906881.0,"530 Albert St, Narwee NSW 2323",Narwee,2,1,2,House,https://www.realestateview.com.au/property/narwee/house-19,realestateview.com.au
"$2,446,738 ONO",2446738.0,"893 Edward St, Narwee NSW 2991",Narwee,3,3,1,Villa,https://www.domain.com.au/property/narwee/villa-20,domain.com.au
"$2,223,348 ONO",2223348.0,"987 Park Ave, Narwee NSW 2065",Narwee,5,3,0,Townhouse,https://www.realestateview.com.au/property/narwee/townhouse-21,realestateview.com.au
"From $793,638",793638.0,"125 Queen St, Narwee NSW 2242",Narwee,2,1,0,Townhouse,https://www.realestateview.com.au/property/narwee/townhouse-22,realestateview.com.au
"$2,396,757 ONO",2396757.0,"700 Victoria St, Narwee NSW 2351",Narwee,5,2,2,Townhouse,https://www.realestate.com.au/property/narwee/townhouse-23,realestate.com.au
"$2,334,000 ONO",2334000.0,"769 William St, Narwee NSW 2831",Narwee,1,1,1,House,https://www.rent.com.au/property/narwee/house-24,rent.com.au
