price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$1,445,808",1445808.0,"799 Park Ave, Rockdale NSW 2252",Rockdale,0,1,1,Studio,https://www.rent.com.au/property/rockdale/studio-0,rent.com.au
"$2,373,642 ONO",2373642.0,"650 Church St, Rockdale NSW 2813",Rockdale,4,4,2,Townhouse,https://www.realestate.com.au/property/rockdale/townhouse-1,realestate.com.au
"From $1,173,422",1173422.0,"692 Ocean Rd, Rockdale NSW 2324",Rockdale,3,3,2,Apartment / Unit / Flat,https://www.realestateview.com.au/property/rockdale/apartment--unit--flat-2,realestateview.com.au
"$2,473,038 - $2,661,303",2473038.0,"343 King St, Rockdale NSW 2602",Rockdale,2,2,2,House,https://www.domain.com.au/property/rockdale/house-4,domain.com.au
"$2,153,335 - $2,397,660",2153335.0,"32 Military Rd, Rockdale NSW 2746",Rockdale,2,3,1,Townhouse,https://www.rent.com.au/property/rockdale/townhouse-5,rent.com.au
"$549,204 ONO",549204.0,"83 Princes Highway, Rockdale NSW 2761",Rockdale,3,1,2,Apartment / Unit / Flat,https://www.domain.com.au/property/rockdale/apartment--unit--flat-7,domain.com.au
"Guide $1,365,033",1365033.0,"670 King St, Rockdale NSW 2438",Rockdale,4,2,0,Townhouse,https://www.realestateview.com.au/property/rockdale/townhouse-8,realestateview.com.au
"From $1,014,739",1014739.0,"47 Military Rd, Rockdale NSW 2351",Rockdale,3,4,2,Townhouse,https://www.domain.com.au/property/rockdale/townhouse-9,domain.com.au
"$739,081 - $890,647",739081.0,"989 Military Rd, Rockdale NSW 2352",Rockdale,4,4,0,Townhouse,https://www.realestateview.com.au/property/rockdale/townhouse-10,realestateview.com.au
"Guide $2,054,468",2054468.0,"699 Beach Rd, Rockdale NSW 2173",Rockdale,3,1,2,House,https://www.rent.com.au/property/rockdale/house-11,rent.com.au
"$2,347,154 - $2,509,540",2347154.0,"366 King St, Rockdale NSW 2350",Rockdale,0,1,3,Studio,https://www.rent.com.au/property/rockdale/studio-12,rent.com.au
"$1,490,097",1490097.0,"900 Market St, Rockdale NSW 2407",Rockdale,4,4,3,Villa,https://www.realestate.com.au/property/rockdale/villa-14,realestate.com.au
"$1,336,599 ONO",1336599.0,"389 Railway St, Rockdale NSW 2901",Rockdale,4,4,3,Apartment / Unit / Flat,https://www.realestate.com.au/property/rockdale/apartment--unit--flat-16,realestate.com.au
"$2,440,034 - $2,709,948",2440034.0,"451 Market St, Rockdale NSW 2992",Rockdale,0,1,3,Studio,https://www.realestate.com.au/property/rockdale/studio-17,realestate.com.au
"$930,388",930388.0,"298 Beach Rd, Rockdale NSW 2305",Rockdale,0,1,1,Studio,https://www.realestate.com.au/property/rockdale/studio-18,realestate.com.au
"$1,018,212 - $1,198,084",1018212.0,"681 Market St, Rockdale NSW 2911",Rockdale,2,3,0,Villa,https://www.domain.com.au/property/rockdale/villa-19,domain.com.au
"$2,087,209 - $2,203,084",2087209.0,"170 Railway St, Rockdale NSW 2353",Rockdale,6,4,0,Penthouse,https://www.domain.com.au/property/rockdale/penthouse-20,domain.com.au
"$1,334,627 - $1,556,038",1334627.0,"309 Queen St, Rockdale NSW 2628",Rockdale,2,3,2,Townhouse,https://www.realestateview.com.au/property/rockdale/townhouse-21,realestateview.com.au
"$1,031,881 - $1,286,041",1031881.0,"392 Pacific Highway, Rockdale NSW 2862",Rockdale,2,3,0,Villa,https://www.realestateview.com.au/property/rockdale/villa-22,realestateview.com.au
"$652,174",652174.0,"925 The Boulevarde, Rockdale NSW 2029",Rockdale,0,1,2,Studio,https://www.rent.com.au/property/rockdale/studio-23,rent.com.au
"$1,904,648",1904648.0,"929 King St, Rockdale NSW 2016",Rockdale,2,1,0,Villa,https://www.rent.com.au/property/rockdale/villa-24,rent.com.au
