price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$785,925 ONO",785925.0,"761 William St, Cabarita NSW 2811",Cabarita,2,2,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/cabarita/apartment--unit--flat-0,realestateview.com.au
"$708,798 ONO",708798.0,"649 Military Rd, Cabarita NSW 2187",Cabarita,5,4,3,Penthouse,https://www.domain.com.au/property/cabarita/penthouse-1,domain.com.au
"Guide $864,756",864756.0,"112 Military Rd, Cabarita NSW 2404",Cabarita,3,2,0,Penthouse,https://www.realestateview.com.au/property/cabarita/penthouse-2,realestateview.com.au
"$705,564 - $938,745",705564.0,"101 William St, Cabarita NSW 2640",Cabarita,0,1,2,Studio,https://www.rent.com.au/property/cabarita/studio-3,rent.com.au
"From $1,299,250",1299250.0,"538 Military Rd, Cabarita NSW 2285",Cabarita,5,3,0,Penthouse,https://www.domain.com.au/property/cabarita/penthouse-5,domain.com.au
"$2,046,879 ONO",2046879.0,"75 Edward St, Cabarita NSW 2598",Cabarita,4,4,0,House,https://www.domain.com.au/property/cabarita/house-6,domain.com.au
"$2,416,327 - $2,488,736",2416327.0,"71 Albert St, Cabarita NSW 2438",Cabarita,4,1,2,Villa,https://www.realestate.com.au/property/cabarita/villa-7,realestate.com.au
"From $1,633,404",1633404.0,"571 King St, Cabarita NSW 2632",Cabarita,6,4,1,Penthouse,https://www.realestateview.com.au/property/cabarita/penthouse-8,realestateview.com.au
"Guide $1,982,412",1982412.0,"36 Queen St, Cabarita NSW 2689",Cabarita,2,3,3,House,https://www.domain.com.au/property/cabarita/house-9,domain.com.au
"$2,231,581 - $2,516,769",2231581.0,"801 Albert St, Cabarita NSW 2160",Cabarita,3,1,0,House,https://www.rent.com.au/property/cabarita/house-10,rent.com.au
"$1,876,481",1876481.0,"323 Park Ave, Cabarita NSW 2070",Cabarita,2,3,0,Villa,https://www.realestateview.com.au/property/cabarita/villa-11,realestateview.com.au
"Guide $1,384,956",1384956.0,"402 The Boulevarde, Cabarita NSW 2564",Cabarita,2,2,0,Villa,https://www.realestate.com.au/property/cabarita/villa-12,realestate.com.au
"Guide $718,293",718293.0,"901 Elizabeth St, Cabarita NSW 2537",Cabarita,2,1,2,House,https://www.domain.com.au/property/cabarita/house-13,domain.com.au
"From $521,748",521748.0,"106 James St, Cabarita NSW 2310",Cabarita,3,1,1,Townhouse,https://www.domain.com.au/property/cabarita/townhouse-14,domain.com.au
"$1,230,510",1230510.0,"843 Victoria St, Cabarita NSW 2502",Cabarita,0,1,3,Studio,https://www.domain.com.au/property/cabarita/studio-15,domain.com.au
"Guide $2,014,723",2014723.0,"977 Princes Highway, Cabarita NSW 2707",Cabarita,0,1,4,Studio,https://www.realestate.com.au/property/cabarita/studio-16,realestate.com.au
"Guide $1,563,642",1563642.0,"270 Queen St, Cabarita NSW 2087",Cabarita,2,1,0,Apartment / Unit / Flat,https://www.realestate.com.au/property/cabarita/apartment--unit--flat-17,realestate.com.au
"$1,149,246 ONO",1149246.0,"489 Pacific Highway, Cabarita NSW 2661",Cabarita,4,4,4,Penthouse,https://www.rent.com.au/property/cabarita/penthouse-18,rent.com.au
"$2,134,298 - $2,225,159",2134298.0,"862 King St, Cabarita NSW 2156",Cabarita,5,3,2,Penthouse,https://www.realestate.com.au/property/cabarita/penthouse-19,realestate.com.au
"$1,654,850 ONO",1654850.0,"958 Queen St, Cabarita NSW 2496",Cabarita,1,1,3,Villa,https://www.realestate.com.au/property/cabarita/villa-20,realestate.com.au
"$2,367,449 ONO",2367449.0,"546 George St, Cabarita NSW 2306",Cabarita,3,4,1,House,https://www.realestate.com.au/property/cabarita/house-21,realestate.com.au
"Guide $1,628,351",1628351.0,"961 Queen St, Cabarita NSW 2641",Cabarita,2,1,2,Villa,https://www.rent.com.au/property/cabarita/villa-22,rent.com.au
"$2,238,322",2238322.0,"244 George St, Cabarita NSW 2884",Cabarita,4,3,1,Penthouse,https://www.domain.com.au/property/cabarita/penthouse-23,domain.com.au
"$859,377 ONO",859377.0,"646 Beach Rd, Cabarita NSW 2472",Cabarita,2,2,1,Townhouse,https://www.rent.com.au/property/cabarita/townhouse-24,rent.com.au
