price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,266,665 - $2,481,902",2266665.0,"864 Princes Highway, Woodcroft NSW 2581",Woodcroft,4,4,0,Penthouse,https://www.domain.com.au/property/woodcroft/penthouse-0,domain.com.au
"$2,017,568 ONO",2017568.0,"207 James St, Woodcroft NSW 2699",Woodcroft,3,4,3,Penthouse,https://www.realestateview.com.au/property/woodcroft/penthouse-1,realestateview.com.au
"$2,369,627",2369627.0,"239 High St, Woodcroft NSW 2989",Woodcroft,2,1,0,House,https://www.rent.com.au/property/woodcroft/house-2,rent.com.au
"$1,214,502",1214502.0,"437 Railway St, Woodcroft NSW 2632",Woodcroft,4,4,1,Townhouse,https://www.realestate.com.au/property/woodcroft/townhouse-3,realestate.com.au
"Guide $984,917",984917.0,"75 Railway St, Woodcroft NSW 2640",Woodcroft,6,2,0,Penthouse,https://www.rent.com.au/property/woodcroft/penthouse-4,rent.com.au
"$1,952,384 - $2,016,807",1952384.0,"99 Church St, Woodcroft NSW 2922",Woodcroft,6,3,0,Penthouse,https://www.realestateview.com.au/property/woodcroft/penthouse-5,realestateview.com.au
"$1,663,779",1663779.0,"83 Beach Rd, Woodcroft NSW 2235",Woodcroft,4,2,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/woodcroft/apartment--unit--flat-6,realestateview.com.au
"$1,291,151",1291151.0,"35 Main St, Woodcroft NSW 2872",Woodcroft,4,1,2,Apartment / Unit / Flat,https://www.realestateview.com.au/property/woodcroft/apartment--unit--flat-7,realestateview.com.au
"Guide $903,396",903396.0,"747 Victoria St, Woodcroft NSW 2894",Woodcroft,4,1,2,House,https://www.rent.com.au/property/woodcroft/house-8,rent.com.au
"$1,435,420",1435420.0,"24 Edward St, Woodcroft NSW 2101",Woodcroft,3,1,0,Townhouse,https://www.rent.com.au/property/woodcroft/townhouse-9,rent.com.au
"$1,935,416 ONO",1935416.0,"626 High St, Woodcroft NSW 2908",Woodcroft,0,1,0,Studio,https://www.domain.com.au/property/woodcroft/studio-10,domain.com.au
"$1,495,095 - $1,600,255",1495095.0,"454 William St, Woodcroft NSW 2016",Woodcroft,2,2,3,Villa,https://www.realestateview.com.au/property/woodcroft/villa-11,realestateview.com.au
"Guide $1,981,292",1981292.0,"849 James St, Woodcroft NSW 2844",Woodcroft,0,1,0,Studio,https://www.domain.com.au/property/woodcroft/studio-13,domain.com.au
"From $759,394",759394.0,"912 Pacific Highway, Woodcroft NSW 2017",Woodcroft,2,3,3,House,https://www.domain.com.au/property/woodcroft/house-14,domain.com.au
"From $2,010,323",2010323.0,"962 Edward St, Woodcroft NSW 2921",Woodcroft,1,1,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/woodcroft/apartment--unit--flat-16,realestate.com.au
"Guide $2,269,871",2269871.0,"779 Pacific Highway, Woodcroft NSW 2707",Woodcroft,2,2,1,Townhouse,https://www.realestate.com.au/property/woodcroft/townhouse-17,realestate.com.au
"$770,563 ONO",770563.0,"705 King St, Woodcroft NSW 2037",Woodcroft,3,1,1,House,https://www.realestateview.com.au/property/woodcroft/house-18,realestateview.com.au
"From $1,575,193",1575193.0,"180 Main St, Woodcroft NSW 2304",Woodcroft,0,1,1,Studio,https://www.realestateview.com.au/property/woodcroft/studio-19,realestateview.com.au
"$1,373,124",1373124.0,"432 Princes Highway, Woodcroft NSW 2805",Woodcroft,0,1,1,Studio,https://www.realestateview.com.au/property/woodcroft/studio-20,realestateview.com.au
"Guide $2,422,383",2422383.0,"437 King St, Woodcroft NSW 2578",Woodcroft,4,2,2,Apartment / Unit / Flat,https://www.realestateview.com.au/property/woodcroft/apartment--unit--flat-21,realestateview.com.au
"Guide $2,276,288",2276288.0,"478 Victoria St, Woodcroft NSW 2117",Woodcroft,1,2,1,Townhouse,https://www.rent.com.au/property/woodcroft/townhouse-22,rent.com.au
"Guide $1,459,321",1459321.0,"582 Elizabeth St, Woodcroft NSW 2395",Woodcroft,0,1,2,Studio,https://www.realestate.com.au/property/woodcroft/studio-23,realestate.com.au
"$2,106,184",2106184.0,"505 George St, Woodcroft NSW 2980",Woodcroft,0,1,0,Studio,https://www.realestate.com.au/property/woodcroft/studio-24,realestate.com.au
