price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"From $1,699,612",1699612.0,"656 James St, Northbridge NSW 2753",Northbridge,0,1,2,Studio,https://www.realestate.com.au/property/northbridge/studio-0,realestate.com.au
"$872,272",872272.0,"476 Park Ave, Northbridge NSW 2913",Northbridge,2,2,1,Villa,https://www.realestateview.com.au/property/northbridge/villa-1,realestateview.com.au
"Guide $933,522",933522.0,"262 High St, Northbridge NSW 2679",Northbridge,2,2,3,Apartment / Unit / Flat,https://www.realestateview.com.au/property/northbridge/apartment--unit--flat-2,realestateview.com.au
"Guide $1,756,017",1756017.0,"212 Market St, Northbridge NSW 2309",Northbridge,3,3,2,Penthouse,https://www.realestateview.com.au/property/northbridge/penthouse-3,realestateview.com.au
"$545,043",545043.0,"74 Princes Highway, Northbridge NSW 2961",Northbridge,2,3,3,Apartment / Unit / Flat,https://www.realestateview.com.au/property/northbridge/apartment--unit--flat-5,realestateview.com.au
"$1,083,761 - $1,230,451",1083761.0,"705 James St, Northbridge NSW 2303",Northbridge,1,2,1,Villa,https://www.rent.com.au/property/northbridge/villa-6,rent.com.au
"Guide $807,103",807103.0,"351 Pacific Highway, Northbridge NSW 2391",Northbridge,3,3,1,Townhouse,https://www.realestateview.com.au/property/northbridge/townhouse-7,realestateview.com.au
"$1,277,742 - $1,489,457",1277742.0,"794 Princes Highway, Northbridge NSW 2883",Northbridge,6,4,0,Penthouse,https://www.realestate.com.au/property/northbridge/penthouse-8,realestate.com.au
"From $792,717",792717.0,"267 Edward St, Northbridge NSW 2730",Northbridge,4,3,0,Townhouse,https://www.realestate.com.au/property/northbridge/townhouse-9,realestate.com.au
"$2,246,408",2246408.0,"139 Church St, Northbridge NSW 2686",Northbridge,2,3,1,Townhouse,https://www.realestate.com.au/property/northbridge/townhouse-11,realestate.com.au
"From $1,236,602",1236602.0,"255 Pacific Highway, Northbridge NSW 2861",Northbridge,3,4,2,Villa,https://www.realestate.com.au/property/northbridge/villa-12,realestate.com.au
"From $786,467",786467.0,"176 Ocean Rd, Northbridge NSW 2773",Northbridge,0,1,0,Studio,https://www.realestateview.com.au/property/northbridge/studio-13,realestateview.com.au
"$1,830,553 ONO",1830553.0,"586 Church St, Northbridge NSW 2225",Northbridge,2,2,1,Townhouse,https://www.realestateview.com.au/property/northbridge/townhouse-14,realestateview.com.au
"$1,467,897",1467897.0,"583 King St, Northbridge NSW 2242",Northbridge,3,3,0,House,https://www.domain.com.au/property/northbridge/house-15,domain.com.au
"Guide $1,815,110",1815110.0,"377 Pacific Highway, Northbridge NSW 2291",Northbridge,4,1,2,Villa,https://www.realestateview.com.au/property/northbridge/villa-16,realestateview.com.au
"Guide $674,467",674467.0,"98 Military Rd, Northbridge NSW 2527",Northbridge,1,1,4,Villa,https://www.rent.com.au/property/northbridge/villa-17,rent.com.au
"$1,999,131 - $2,070,214",1999131.0,"376 Queen St, Northbridge NSW 2068",Northbridge,2,2,1,House,https://www.realestateview.com.au/property/northbridge/house-18,realestateview.com.au
"$1,729,685 ONO",1729685.0,"307 James St, Northbridge NSW 2979",Northbridge,0,1,0,Studio,https://www.domain.com.au/property/northbridge/studio-19,domain.com.au
"$2,380,840 ONO",2380840.0,"638 Main St, Northbridge NSW 2781",Northbridge,2,2,0,House,https://www.realestate.com.au/property/northbridge/house-20,realestate.com.au
"From $1,972,032",1972032.0,"617 Albert St, Northbridge NSW 2827",Northbridge,0,1,1,Studio,https://www.realestate.com.au/property/northbridge/studio-21,realestate.com.au
"$984,521 ONO",984521.0,"31 William St, Northbridge NSW 2102",Northbridge,3,4,0,Apartment / Unit / Flat,https://www.rent.com.au/property/northbridge/apartment--unit--flat-22,rent.com.au
"Guide $714,161",714161.0,"462 Victoria St, Northbridge NSW 2574",Northbridge,5,3,2,Townhouse,https://www.rent.com.au/property/northbridge/townhouse-23,rent.com.au
"$583,931 ONO",583931.0,"232 Pacific Highway, Northbridge NSW 2893",Northbridge,3,1,1,House,https://www.realestateview.com.au/property/northbridge/house-24,realestateview.com.au
