price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,471,023",2471023.0,"278 Princes Highway, Blackett NSW 2689",Blackett,1,1,2,Villa,https://www.domain.com.au/property/blackett/villa-0,domain.com.au
"Guide $2,158,870",2158870.0,"172 Victoria St, Blackett NSW 2418",Blackett,3,1,0,Villa,https://www.rent.com.au/property/blackett/villa-1,rent.com.au
"From $2,453,585",2453585.0,"148 King St, Blackett NSW 2272",Blackett,1,1,1,Townhouse,https://www.realestateview.com.au/property/blackett/townhouse-2,realestateview.com.au
"$576,532 - $817,124",576532.0,"52 King St, Blackett NSW 2362",Blackett,3,2,0,Townhouse,https://www.domain.com.au/property/blackett/townhouse-4,domain.com.au
"$1,035,749 - $1,173,188",1035749.0,"125 Queen St, Blackett NSW 2195",Blackett,6,4,4,Penthouse,https://www.realestate.com.au/property/blackett/penthouse-5,realestate.com.au
"Guide $616,312",616312.0,"621 Park Ave, Blackett NSW 2382",Blackett,5,1,1,Townhouse,https://www.rent.com.au/property/blackett/townhouse-6,rent.com.au
"$661,921",661921.0,"809 Elizabeth St, Blackett NSW 2493",Blackett,4,4,3,Apartment / Unit / Flat,https://www.realestate.com.au/property/blackett/apartment--unit--flat-7,realestate.com.au
"$761,344",761344.0,"854 King St, Blackett NSW 2272",Blackett,0,1,3,Studio,https://www.rent.com.au/property/blackett/studio-8,rent.com.au
"From $2,346,586",2346586.0,"655 Market St, Blackett NSW 2270",Blackett,0,1,0,Studio,https://www.realestate.com.au/property/blackett/studio-9,realestate.com.au
"$886,585",886585.0,"405 King St, Blackett NSW 2438",Blackett,3,1,2,Townhouse,https://www.realestateview.com.au/property/blackett/townhouse-10,realestateview.com.au
"$891,281 ONO",891281.0,"583 Pacific Highway, Blackett NSW 2466",Blackett,3,4,2,Townhouse,https://www.rent.com.au/property/blackett/townhouse-11,rent.com.au
"Guide $1,778,055",1778055.0,"208 Ocean Rd, Blackett NSW 2413",Blackett,0,1,1,Studio,https://www.rent.com.au/property/blackett/studio-12,rent.com.au
"$2,315,608 ONO",2315608.0,"592 Pacific Highway, Blackett NSW 2312",Blackett,4,2,0,Townhouse,https://www.realestateview.com.au/property/blackett/townhouse-13,realestateview.com.au
"From $1,173,598",1173598.0,"367 Queen St, Blackett NSW 2299",Blackett,0,1,3,Studio,https://www.realestateview.com.au/property/blackett/studio-14,realestateview.com.au
"Guide $655,043",655043.0,"129 Park Ave, Blackett NSW 2690",Blackett,3,3,1,Townhouse,https://www.domain.com.au/property/blackett/townhouse-15,domain.com.au
"From $1,159,759",1159759.0,"50 High St, Blackett NSW 2662",Blackett,2,1,1,Villa,https://www.domain.com.au/property/blackett/villa-16,domain.com.au
"Guide $1,699,154",1699154.0,"124 Elizabeth St, Blackett NSW 2257",Blackett,3,1,4,Townhouse,https://www.rent.com.au/property/blackett/townhouse-17,rent.com.au
"$540,509",540509.0,"190 William St, Blackett NSW 2092",Blackett,3,2,2,Villa,https://www.realestate.com.au/property/blackett/villa-18,realestate.com.au
"From $1,025,425",1025425.0,"494 Victoria St, Blackett NSW 2972",Blackett,0,1,1,Studio,https://www.realestateview.com.au/property/blackett/studio-19,realestateview.com.au
"Guide $1,560,941",1560941.0,"829 William St, Blackett NSW 2614",Blackett,5,4,0,Penthouse,https://www.rent.com.au/property/blackett/penthouse-20,rent.com.au
"$1,087,989",1087989.0,"907 Railway St, Blackett NSW 2065",Blackett,0,1,2,Studio,https://www.realestateview.com.au/property/blackett/studio-21,realestateview.com.au
"Guide $1,046,188",1046188.0,"638 Edward St, Blackett NSW 2408",Blackett,4,3,2,Penthouse,https://www.realestate.com.au/property/blackett/penthouse-22,realestate.com.au
"From $575,640",575640.0,"375 Edward St, Blackett NSW 2566",Blackett,4,4,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/blackett/apartment--unit--flat-23,realestateview.com.au
"$1,931,194 ONO",1931194.0,"643 James St, Blackett NSW 2896",Blackett,1,1,1,Villa,https://www.domain.com.au/property/blackett/villa-24,domain.com.au
