price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $1,872,687",1872687.0,"216 Pacific Highway, Summer Hill NSW 2155",Summer Hill,1,1,3,Apartment / Unit / Flat,https://www.domain.com.au/property/summer-hill/apartment--unit--flat-0,domain.com.au
"From $1,601,537",1601537.0,"530 Park Ave, Summer Hill NSW 2731",Summer Hill,1,2,3,Villa,https://www.rent.com.au/property/summer-hill/villa-1,rent.com.au
"$969,979",969979.0,"544 Elizabeth St, Summer Hill NSW 2579",Summer Hill,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/property/summer-hill/apartment--unit--flat-2,domain.com.au
"$992,061 - $1,063,444",992061.0,"930 King St, Summer Hill NSW 2190",Summer Hill,0,1,0,Studio,https://www.realestateview.com.au/property/summer-hill/studio-3,realestateview.com.au
"From $1,272,818",1272818.0,"159 Market St, Summer Hill NSW 2129",Summer Hill,4,4,0,Penthouse,https://www.domain.com.au/property/summer-hill/penthouse-4,domain.com.au
"$1,099,251",1099251.0,"822 Victoria St, Summer Hill NSW 2437",Summer Hill,2,2,1,Villa,https://www.realestate.com.au/property/summer-hill/villa-5,realestate.com.au
"$1,060,867 ONO",1060867.0,"530 Church St, Summer Hill NSW 2562",Summer Hill,0,1,2,Studio,https://www.realestateview.com.au/property/summer-hill/studio-7,realestateview.com.au
"From $1,627,405",1627405.0,"556 Pacific Highway, Summer Hill NSW 2985",Summer Hill,1,2,0,House,https://www.domain.com.au/property/summer-hill/house-8,domain.com.au
"$1,598,497 ONO",1598497.0,"303 Pacific Highway, Summer Hill NSW 2788",Summer Hill,4,4,4,Penthouse,https://www.rent.com.au/property/summer-hill/penthouse-9,rent.com.au
"$789,038 ONO",789038.0,"121 Beach Rd, Summer Hill NSW 2429",Summer Hill,2,1,2,Villa,https://www.realestateview.com.au/property/summer-hill/villa-10,realestateview.com.au
"$2,172,116 - $2,348,053",2172116.0,"656 Park Ave, Summer Hill NSW 2226",Summer Hill,2,3,3,Villa,https://www.domain.com.au/property/summer-hill/villa-11,domain.com.au
"From $604,447",604447.0,"258 Ocean Rd, Summer Hill NSW 2449",Summer Hill,2,2,0,Townhouse,https://www.domain.com.au/property/summer-hill/townhouse-13,domain.com.au
"$1,529,555 - $1,724,616",1529555.0,"44 Ocean Rd, Summer Hill NSW 2519",Summer Hill,2,2,4,Villa,https://www.domain.com.au/property/summer-hill/villa-14,domain.com.au
"$1,803,516 - $1,928,669",1803516.0,"824 Victoria St, Summer Hill NSW 2653",Summer Hill,0,1,3,Studio,https://www.realestateview.com.au/property/summer-hill/studio-15,realestateview.com.au
"$2,467,389 ONO",2467389.0,"127 High St, Summer Hill NSW 2921",Summer Hill,6,3,2,Penthouse,https://www.realestateview.com.au/property/summer-hill/penthouse-16,realestateview.com.au
"$742,763 ONO",742763.0,"227 Beach Rd, Summer Hill NSW 2214",Summer Hill,3,2,3,Villa,https://www.realestateview.com.au/property/summer-hill/villa-17,realestateview.com.au
"$670,794 - $869,508",670794.0,"425 King St, Summer Hill NSW 2744",Summer Hill,4,3,0,Penthouse,https://www.realestate.com.au/property/summer-hill/penthouse-19,realestate.com.au
"$609,163 ONO",609163.0,"72 The Boulevarde, Summer Hill NSW 2510",Summer Hill,2,3,2,House,https://www.rent.com.au/property/summer-hill/house-20,rent.com.au
"$2,216,102",2216102.0,"647 Park Ave, Summer Hill NSW 2404",Summer Hill,3,2,1,Villa,https://www.domain.com.au/property/summer-hill/villa-21,domain.com.au
"$1,219,226 ONO",1219226.0,"933 Edward St, Summer Hill NSW 2442",Summer Hill,3,4,1,Apartment / Unit / Flat,https://www.domain.com.au/property/summer-hill/apartment--unit--flat-22,domain.com.au
"$849,940 ONO",849940.0,"981 Queen St, Summer Hill NSW 2035",Summer Hill,3,2,0,Penthouse,https://www.domain.com.au/property/summer-hill/penthouse-23,domain.com.au
