price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$1,154,669",1154669.0,"915 Queen St, Hurstville Grove NSW 2591",Hurstville Grove,6,3,4,House,https://www.realestate.com.au/property/hurstville-grove/house-0,realestate.com.au
"$1,081,281",1081281.0,"957 Beach Rd, Hurstville Grove NSW 2183",Hurstville Grove,5,3,0,Penthouse,https://www.realestateview.com.au/property/hurstville-grove/penthouse-1,realestateview.com.au
"$2,245,853",2245853.0,"417 Railway St, Hurstville Grove NSW 2394",Hurstville Grove,3,3,2,Villa,https://www.realestateview.com.au/property/hurstville-grove/villa-2,realestateview.com.au
"$1,743,016",1743016.0,"258 Albert St, Hurstville Grove NSW 2676",Hurstville Grove,6,4,1,Penthouse,https://www.rent.com.au/property/hurstville-grove/penthouse-3,rent.com.au
"Guide $1,573,761",1573761.0,"238 Park Ave, Hurstville Grove NSW 2951",Hurstville Grove,1,1,0,Villa,https://www.rent.com.au/property/hurstville-grove/villa-4,rent.com.au
"Guide $1,398,626",1398626.0,"40 Pacific Highway, Hurstville Grove NSW 2066",Hurstville Grove,1,2,4,Apartment / Unit / Flat,https://www.realestate.com.au/property/hurstville-grove/apartment--unit--flat-5,realestate.com.au
"$2,489,884 - $2,739,638",2489884.0,"161 Queen St, Hurstville Grove NSW 2997",Hurstville Grove,5,3,0,Penthouse,https://www.realestate.com.au/property/hurstville-grove/penthouse-6,realestate.com.au
"$1,774,807 - $1,838,532",1774807.0,"839 Park Ave, Hurstville Grove NSW 2646",Hurstville Grove,3,4,3,Townhouse,https://www.realestateview.com.au/property/hurstville-grove/townhouse-7,realestateview.com.au
"$687,982 - $921,727",687982.0,"337 Park Ave, Hurstville Grove NSW 2420",Hurstville Grove,0,1,3,Studio,https://www.rent.com.au/property/hurstville-grove/studio-8,rent.com.au
"Guide $2,428,297",2428297.0,"889 Princes Highway, Hurstville Grove NSW 2032",Hurstville Grove,2,3,0,House,https://www.rent.com.au/property/hurstville-grove/house-9,rent.com.au
"From $1,644,514",1644514.0,"114 William St, Hurstville Grove NSW 2071",Hurstville Grove,4,2,3,Penthouse,https://www.rent.com.au/property/hurstville-grove/penthouse-10,rent.com.au
"Guide $788,474",788474.0,"734 Beach Rd, Hurstville Grove NSW 2237",Hurstville Grove,0,1,1,Studio,https://www.domain.com.au/property/hurstville-grove/studio-11,domain.com.au
"$1,927,672 ONO",1927672.0,"557 William St, Hurstville Grove NSW 2541",Hurstville Grove,4,1,3,Apartment / Unit / Flat,https://www.rent.com.au/property/hurstville-grove/apartment--unit--flat-12,rent.com.au
"Guide $2,087,960",2087960.0,"83 High St, Hurstville Grove NSW 2314",Hurstville Grove,1,2,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/hurstville-grove/apartment--unit--flat-13,realestateview.com.au
"Guide $1,019,739",1019739.0,"137 High St, Hurstville Grove NSW 2723",Hurstville Grove,5,2,0,Penthouse,https://www.realestateview.com.au/property/hurstville-grove/penthouse-15,realestateview.com.au
"$2,157,123 - $2,229,861",2157123.0,"951 The Boulevarde, Hurstville Grove NSW 2107",Hurstville Grove,3,4,1,House,https://www.realestateview.com.au/property/hurstville-grove/house-16,realestateview.com.au
"$598,335",598335.0,"747 Market St, Hurstville Grove NSW 2414",Hurstville Grove,4,1,3,Villa,https://www.realestateview.com.au/property/hurstville-grove/villa-17,realestateview.com.au
"From $886,312",886312.0,"544 Princes Highway, Hurstville Grove NSW 2463",Hurstville Grove,2,2,0,House,https://www.realestate.com.au/property/hurstville-grove/house-18,realestate.com.au
"$1,562,391 - $1,758,833",1562391.0,"504 Edward St, Hurstville Grove NSW 2550",Hurstville Grove,3,1,3,Townhouse,https://www.realestateview.com.au/property/hurstville-grove/townhouse-19,realestateview.com.au
"$1,277,999 - $1,530,344",1277999.0,"767 Pacific Highway, Hurstville Grove NSW 2021",Hurstville Grove,0,1,2,Studio,https://www.realestateview.com.au/property/hurstville-grove/studio-20,realestateview.com.au
"$524,936 ONO",524936.0,"978 Church St, Hurstville Grove NSW 2961",Hurstville Grove,1,2,0,House,https://www.realestate.com.au/property/hurstville-grove/house-21,realestate.com.au
"$1,476,994 - $1,661,485",1476994.0,"471 The Boulevarde, Hurstville Grove NSW 2129",Hurstville Grove,0,1,0,Studio,https://www.realestateview.com.au/property/hurstville-grove/studio-22,realestateview.com.au
"From $1,074,739",1074739.0,"45 Elizabeth St, Hurstville Grove NSW 2225",Hurstville Grove,3,4,2,Villa,https://www.realestateview.com.au/property/hurstville-grove/villa-23,realestateview.com.au
"$559,363",559363.0,"836 Elizabeth St, Hurstville Grove NSW 2237",Hurstville Grove,0,1,2,Studio,https://www.realestateview.com.au/property/hurstville-grove/studio-24,realestateview.com.au
