price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $1,000,303",1000303.0,"16 Albert St, Circular Quay NSW 2185",Circular Quay,4,1,1,Townhouse,https://www.rent.com.au/property/circular-quay/townhouse-0,rent.com.au
"Guide $2,486,188",2486188.0,"829 Market St, Circular Quay NSW 2926",Circular Quay,2,3,2,Apartment / Unit / Flat,https://www.realestateview.com.au/property/circular-quay/apartment--unit--flat-1,realestateview.com.au
"$920,465",920465.0,"837 Railway St, Circular Quay NSW 2354",Circular Quay,3,2,3,Townhouse,https://www.realestate.com.au/property/circular-quay/townhouse-2,realestate.com.au
"$2,334,555 - $2,578,788",2334555.0,"650 George St, Circular Quay NSW 2158",Circular Quay,0,1,1,Studio,https://www.domain.com.au/property/circular-quay/studio-3,domain.com.au
"$1,973,290 ONO",1973290.0,"342 Park Ave, Circular Quay NSW 2442",Circular Quay,0,1,0,Studio,https://www.domain.com.au/property/circular-quay/studio-4,domain.com.au
"$1,839,287 ONO",1839287.0,"133 Beach Rd, Circular Quay NSW 2700",Circular Quay,0,1,0,Studio,https://www.domain.com.au/property/circular-quay/studio-5,domain.com.au
"From $679,748",679748.0,"24 Church St, Circular Quay NSW 2103",Circular Quay,0,1,2,Studio,https://www.realestateview.com.au/property/circular-quay/studio-6,realestateview.com.au
"$1,545,551",1545551.0,"646 High St, Circular Quay NSW 2415",Circular Quay,1,2,3,Townhouse,https://www.realestateview.com.au/property/circular-quay/townhouse-7,realestateview.com.au
"From $1,892,082",1892082.0,"732 The Boulevarde, Circular Quay NSW 2544",Circular Quay,4,4,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/circular-quay/apartment--unit--flat-8,realestate.com.au
"From $1,691,071",1691071.0,"78 Edward St, Circular Quay NSW 2219",Circular Quay,4,4,0,House,https://www.domain.com.au/property/circular-quay/house-9,domain.com.au
"$1,628,759",1628759.0,"71 Church St, Circular Quay NSW 2257",Circular Quay,4,3,2,Penthouse,https://www.realestate.com.au/property/circular-quay/penthouse-10,realestate.com.au
"$1,264,462 - $1,353,785",1264462.0,"679 James St, Circular Quay NSW 2595",Circular Quay,5,2,0,Penthouse,https://www.rent.com.au/property/circular-quay/penthouse-11,rent.com.au
"$1,007,256 ONO",1007256.0,"675 Church St, Circular Quay NSW 2838",Circular Quay,4,4,2,Villa,https://www.realestate.com.au/property/circular-quay/villa-13,realestate.com.au
"$1,641,521",1641521.0,"48 Queen St, Circular Quay NSW 2294",Circular Quay,0,1,0,Studio,https://www.rent.com.au/property/circular-quay/studio-14,rent.com.au
"$1,932,561",1932561.0,"750 Elizabeth St, Circular Quay NSW 2296",Circular Quay,0,1,2,Studio,https://www.rent.com.au/property/circular-quay/studio-15,rent.com.au
"From $716,694",716694.0,"360 Princes Highway, Circular Quay NSW 2872",Circular Quay,4,2,0,Apartment / Unit / Flat,https://www.realestate.com.au/property/circular-quay/apartment--unit--flat-16,realestate.com.au
"From $1,505,291",1505291.0,"72 Queen St, Circular Quay NSW 2951",Circular Quay,4,1,1,Villa,https://www.rent.com.au/property/circular-quay/villa-17,rent.com.au
"From $1,260,814",1260814.0,"601 High St, Circular Quay NSW 2180",Circular Quay,3,2,0,Townhouse,https://www.rent.com.au/property/circular-quay/townhouse-18,rent.com.au
"From $2,002,203",2002203.0,"289 Military Rd, Circular Quay NSW 2099",Circular Quay,3,4,0,Villa,https://www.domain.com.au/property/circular-quay/villa-19,domain.com.au
"$921,822 - $1,108,595",921822.0,"215 High St, Circular Quay NSW 2394",Circular Quay,0,1,0,Studio,https://www.realestate.com.au/property/circular-quay/studio-20,realestate.com.au
"$1,436,865 ONO",1436865.0,"210 Ocean Rd, Circular Quay NSW 2650",Circular Quay,2,2,1,Villa,https://www.rent.com.au/property/circular-quay/villa-21,rent.com.au
"$1,666,925 - $1,738,200",1666925.0,"351 William St, Circular Quay NSW 2315",Circular Quay,3,1,2,Townhouse,https://www.realestateview.com.au/property/circular-quay/townhouse-23,realestateview.com.au
"Guide $2,323,602",2323602.0,"171 Market St, Circular Quay NSW 2655",Circular Quay,0,1,1,Studio,https://www.domain.com.au/property/circular-quay/studio-24,domain.com.au
