price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $1,723,888",1723888.0,"501 Railway St, Epping NSW 2251",Epping,2,1,1,Apartment / Unit / Flat,https://www.rent.com.au/property/epping/apartment--unit--flat-0,rent.com.au
"$2,473,113",2473113.0,"248 Main St, Epping NSW 2167",Epping,0,1,0,Studio,https://www.realestate.com.au/property/epping/studio-1,realestate.com.au
"$1,600,446 - $1,819,747",1600446.0,"62 Albert St, Epping NSW 2771",Epping,3,2,2,Townhouse,https://www.realestate.com.au/property/epping/townhouse-2,realestate.com.au
"Guide $2,387,785",2387785.0,"954 The Boulevarde, Epping NSW 2255",Epping,1,1,2,Villa,https://www.realestate.com.au/property/epping/villa-3,realestate.com.au
"$606,435",606435.0,"291 Queen St, Epping NSW 2119",Epping,3,4,3,House,https://www.realestate.com.au/property/epping/house-4,realestate.com.au
"$2,037,707 - $2,133,597",2037707.0,"253 William St, Epping NSW 2605",Epping,5,4,2,Penthouse,https://www.realestateview.com.au/property/epping/penthouse-5,realestateview.com.au
"$2,493,228 - $2,679,937",2493228.0,"701 Main St, Epping NSW 2453",Epping,0,1,0,Studio,https://www.domain.com.au/property/epping/studio-6,domain.com.au
"$547,727 - $660,023",547727.0,"327 James St, Epping NSW 2527",Epping,3,4,2,Penthouse,https://www.rent.com.au/property/epping/penthouse-7,rent.com.au
"From $1,928,489",1928489.0,"35 High St, Epping NSW 2178",Epping,3,2,1,Townhouse,https://www.rent.com.au/property/epping/townhouse-8,rent.com.au
"Guide $734,462",734462.0,"235 William St, Epping NSW 2674",Epping,0,1,2,Studio,https://www.domain.com.au/property/epping/studio-9,domain.com.au
"$1,714,550 - $1,929,357",1714550.0,"317 Park Ave, Epping NSW 2023",Epping,0,1,3,Studio,https://www.rent.com.au/property/epping/studio-10,rent.com.au
"From $1,470,326",1470326.0,"766 Edward St, Epping NSW 2655",Epping,2,3,2,Apartment / Unit / Flat,https://www.rent.com.au/property/epping/apartment--unit--flat-11,rent.com.au
"Guide $1,236,486",1236486.0,"429 Princes Highway, Epping NSW 2428",Epping,0,1,2,Studio,https://www.rent.com.au/property/epping/studio-12,rent.com.au
"$2,408,397",2408397.0,"128 Market St, Epping NSW 2816",Epping,0,1,2,Studio,https://www.realestate.com.au/property/epping/studio-14,realestate.com.au
"$1,402,534",1402534.0,"878 Market St, Epping NSW 2918",Epping,3,1,4,Villa,https://www.realestate.com.au/property/epping/villa-15,realestate.com.au
"$524,568",524568.0,"175 Princes Highway, Epping NSW 2006",Epping,5,1,2,Villa,https://www.realestate.com.au/property/epping/villa-16,realestate.com.au
"Guide $2,045,854",2045854.0,"292 Park Ave, Epping NSW 2314",Epping,1,1,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/epping/apartment--unit--flat-20,realestateview.com.au
"Guide $903,613",903613.0,"993 Victoria St, Epping NSW 2217",Epping,0,1,2,Studio,https://www.rent.com.au/property/epping/studio-22,rent.com.au
"$521,580 - $620,801",521580.0,"847 Ocean Rd, Epping NSW 2402",Epping,2,2,0,House,https://www.realestate.com.au/property/epping/house-23,realestate.com.au
"From $1,540,983",1540983.0,"222 Ocean Rd, Epping NSW 2569",Epping,4,2,2,Penthouse,https://www.rent.com.au/property/epping/penthouse-24,rent.com.au
