price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$1,587,680",1587680.0,"40 Market St, Cronulla NSW 2435",Cronulla,0,1,2,Studio,https://www.domain.com.au/property/cronulla/studio-0,domain.com.au
"Guide $2,613,901",2613901.0,"699 King St, Cronulla NSW 2551",Cronulla,0,1,0,Studio,https://www.realestate.com.au/property/cronulla/studio-2,realestate.com.au
"Guide $3,182,717",3182717.0,"526 Princes Highway, Cronulla NSW 2646",Cronulla,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/property/cronulla/apartment--unit--flat-3,domain.com.au
"$1,694,147 ONO",1694147.0,"91 Park Ave, Cronulla NSW 2991",Cronulla,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/property/cronulla/apartment--unit--flat-4,domain.com.au
"From $2,140,639",2140639.0,"860 Elizabeth St, Cronulla NSW 2634",Cronulla,2,1,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/cronulla/apartment--unit--flat-5,realestateview.com.au
"From $3,986,544",3986544.0,"445 Railway St, Cronulla NSW 2391",Cronulla,4,4,3,Penthouse,https://www.realestate.com.au/property/cronulla/penthouse-7,realestate.com.au
"$3,058,607 ONO",3058607.0,"712 William St, Cronulla NSW 2303",Cronulla,0,1,0,Studio,https://www.domain.com.au/property/cronulla/studio-8,domain.com.au
"$1,689,319 - $1,929,989",1689319.0,"265 Church St, Cronulla NSW 2896",Cronulla,2,2,0,Villa,https://www.rent.com.au/property/cronulla/villa-9,rent.com.au
"From $3,320,256",3320256.0,"894 James St, Cronulla NSW 2396",Cronulla,0,1,0,Studio,https://www.realestate.com.au/property/cronulla/studio-10,realestate.com.au
"$1,037,621",1037621.0,"808 Victoria St, Cronulla NSW 2700",Cronulla,1,1,0,Villa,https://www.realestate.com.au/property/cronulla/villa-11,realestate.com.au
"From $828,382",828382.0,"500 Railway St, Cronulla NSW 2421",Cronulla,5,2,1,Penthouse,https://www.domain.com.au/property/cronulla/penthouse-12,domain.com.au
"Guide $3,408,861",3408861.0,"651 Elizabeth St, Cronulla NSW 2406",Cronulla,3,2,0,Apartment / Unit / Flat,https://www.realestateview.com.au/property/cronulla/apartment--unit--flat-13,realestateview.com.au
"$872,937",872937.0,"701 Church St, Cronulla NSW 2652",Cronulla,2,3,2,Apartment / Unit / Flat,https://www.realestateview.com.au/property/cronulla/apartment--unit--flat-14,realestateview.com.au
"$810,438 - $964,902",810438.0,"741 Market St, Cronulla NSW 2760",Cronulla,0,1,0,Studio,https://www.rent.com.au/property/cronulla/studio-15,rent.com.au
"Guide $1,784,467",1784467.0,"946 James St, Cronulla NSW 2812",Cronulla,0,1,1,Studio,https://www.rent.com.au/property/cronulla/studio-16,rent.com.au
"$3,850,037 ONO",3850037.0,"740 Ocean Rd, Cronulla NSW 2486",Cronulla,1,1,2,House,https://www.domain.com.au/property/cronulla/house-17,domain.com.au
"$1,871,541 - $2,069,715",1871541.0,"425 Princes Highway, Cronulla NSW 2815",Cronulla,2,3,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/cronulla/apartment--unit--flat-18,realestateview.com.au
"$3,519,865 - $3,812,856",3519865.0,"33 High St, Cronulla NSW 2832",Cronulla,0,1,0,Studio,https://www.rent.com.au/property/cronulla/studio-19,rent.com.au
"Guide $2,618,158",2618158.0,"293 Market St, Cronulla NSW 2595",Cronulla,2,1,1,House,https://www.realestate.com.au/property/cronulla/house-20,realestate.com.au
"$1,810,626 ONO",1810626.0,"567 Main St, Cronulla NSW 2713",Cronulla,1,2,1,Apartment / Unit / Flat,https://www.realestate.com.au/property/cronulla/apartment--unit--flat-21,realestate.com.au
"Guide $2,391,247",2391247.0,"94 Beach Rd, Cronulla NSW 2337",Cronulla,0,1,2,Studio,https://www.rent.com.au/property/cronulla/studio-22,rent.com.au
"$2,197,192 ONO",2197192.0,"907 Church St, Cronulla NSW 2384",Cronulla,2,2,3,House,https://www.rent.com.au/property/cronulla/house-23,rent.com.au
"Guide $2,022,462",2022462.0,"844 James St, Cronulla NSW 2021",Cronulla,2,1,1,House,https://www.domain.com.au/property/cronulla/house-24,domain.com.au
