price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"$2,324,706 - $2,481,456",2324706.0,"894 The Boulevarde, Lavender Bay NSW 2910",Lavender Bay,5,3,2,Villa,https://www.realestate.com.au/property/lavender-bay/villa-0,realestate.com.au
"$2,400,112 - $2,455,776",2400112.0,"288 Military Rd, Lavender Bay NSW 2262",Lavender Bay,4,4,0,Townhouse,https://www.domain.com.au/property/lavender-bay/townhouse-1,domain.com.au
"$1,582,290 ONO",1582290.0,"367 Elizabeth St, Lavender Bay NSW 2725",Lavender Bay,0,1,1,Studio,https://www.rent.com.au/property/lavender-bay/studio-2,rent.com.au
"$2,465,781",2465781.0,"876 Main St, Lavender Bay NSW 2782",Lavender Bay,2,2,4,Villa,https://www.realestateview.com.au/property/lavender-bay/villa-3,realestateview.com.au
"From $2,379,473",2379473.0,"87 William St, Lavender Bay NSW 2516",Lavender Bay,3,2,0,House,https://www.realestateview.com.au/property/lavender-bay/house-4,realestateview.com.au
"$1,632,120",1632120.0,"188 Park Ave, Lavender Bay NSW 2520",Lavender Bay,1,1,2,Townhouse,https://www.rent.com.au/property/lavender-bay/townhouse-5,rent.com.au
"$2,044,044 - $2,241,797",2044044.0,"491 Beach Rd, Lavender Bay NSW 2283",Lavender Bay,5,4,1,Penthouse,https://www.domain.com.au/property/lavender-bay/penthouse-6,domain.com.au
"From $1,786,648",1786648.0,"466 James St, Lavender Bay NSW 2995",Lavender Bay,1,1,0,House,https://www.realestateview.com.au/property/lavender-bay/house-7,realestateview.com.au
"$988,163 ONO",988163.0,"302 Victoria St, Lavender Bay NSW 2610",Lavender Bay,3,1,2,Townhouse,https://www.domain.com.au/property/lavender-bay/townhouse-8,domain.com.au
"$667,612",667612.0,"340 The Boulevarde, Lavender Bay NSW 2041",Lavender Bay,3,4,2,House,https://www.realestate.com.au/property/lavender-bay/house-9,realestate.com.au
"$2,197,454 - $2,293,670",2197454.0,"691 James St, Lavender Bay NSW 2496",Lavender Bay,1,2,0,Townhouse,https://www.realestateview.com.au/property/lavender-bay/townhouse-10,realestateview.com.au
"$2,360,558 ONO",2360558.0,"360 Edward St, Lavender Bay NSW 2402",Lavender Bay,3,1,3,Apartment / Unit / Flat,https://www.domain.com.au/property/lavender-bay/apartment--unit--flat-11,domain.com.au
"Guide $2,499,337",2499337.0,"930 Military Rd, Lavender Bay NSW 2261",Lavender Bay,2,3,2,Townhouse,https://www.realestateview.com.au/property/lavender-bay/townhouse-13,realestateview.com.au
"$795,301",795301.0,"338 James St, Lavender Bay NSW 2850",Lavender Bay,6,2,2,Penthouse,https://www.realestate.com.au/property/lavender-bay/penthouse-14,realestate.com.au
"From $1,662,087",1662087.0,"515 Beach Rd, Lavender Bay NSW 2436",Lavender Bay,3,2,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/lavender-bay/apartment--unit--flat-15,realestateview.com.au
"$785,778",785778.0,"340 High St, Lavender Bay NSW 2125",Lavender Bay,2,3,2,Townhouse,https://www.realestateview.com.au/property/lavender-bay/townhouse-16,realestateview.com.au
"$929,638",929638.0,"515 Ocean Rd, Lavender Bay NSW 2691",Lavender Bay,0,1,2,Studio,https://www.realestateview.com.au/property/lavender-bay/studio-17,realestateview.com.au
"$1,478,688 - $1,653,659",1478688.0,"81 Railway St, Lavender Bay NSW 2085",Lavender Bay,1,1,2,Villa,https://www.realestate.com.au/property/lavender-bay/villa-19,realestate.com.au
"$2,136,969 - $2,199,098",2136969.0,"912 The Boulevarde, Lavender Bay NSW 2461",Lavender Bay,0,1,0,Studio,https://www.domain.com.au/property/lavender-bay/studio-20,domain.com.au
"Guide $2,248,732",2248732.0,"531 Main St, Lavender Bay NSW 2911",Lavender Bay,2,3,3,Townhouse,https://www.domain.com.au/property/lavender-bay/townhouse-21,domain.com.au
"From $1,167,690",1167690.0,"57 Market St, Lavender Bay NSW 2050",Lavender Bay,3,3,0,Villa,https://www.rent.com.au/property/lavender-bay/villa-22,rent.com.au
"$788,895 - $1,077,767",788895.0,"857 Queen St, Lavender Bay NSW 2002",Lavender Bay,5,2,0,Penthouse,https://www.realestate.com.au/property/lavender-bay/penthouse-23,realestate.com.au
"From $1,180,306",1180306.0,"618 Railway St, Lavender Bay NSW 2027",Lavender Bay,3,4,0,Townhouse,https://www.realestateview.com.au/property/lavender-bay/townhouse-24,realestateview.com.au
