price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $2,337,522",2337522.0,"697 Park Ave, Cambridge Gardens NSW 2952",Cambridge Gardens,3,4,2,Villa,https://www.domain.com.au/property/cambridge-gardens/villa-0,domain.com.au
"From $547,599",547599.0,"217 King St, Cambridge Gardens NSW 2377",Cambridge Gardens,0,1,0,Studio,https://www.realestate.com.au/property/cambridge-gardens/studio-1,realestate.com.au
"$2,318,816 ONO",2318816.0,"95 William St, Cambridge Gardens NSW 2630",Cambridge Gardens,0,1,4,Studio,https://www.domain.com.au/property/cambridge-gardens/studio-2,domain.com.au
"Guide $870,633",870633.0,"882 Elizabeth St, Cambridge Gardens NSW 2537",Cambridge Gardens,3,2,0,House,https://www.realestateview.com.au/property/cambridge-gardens/house-3,realestateview.com.au
"$2,111,709",2111709.0,"73 Beach Rd, Cambridge Gardens NSW 2505",Cambridge Gardens,3,2,2,House,https://www.realestate.com.au/property/cambridge-gardens/house-4,realestate.com.au
"$1,318,909 ONO",1318909.0,"173 Elizabeth St, Cambridge Gardens NSW 2611",Cambridge Gardens,4,4,3,Villa,https://www.rent.com.au/property/cambridge-gardens/villa-5,rent.com.au
"Guide $1,018,223",1018223.0,"460 Market St, Cambridge Gardens NSW 2388",Cambridge Gardens,3,4,3,House,https://www.realestate.com.au/property/cambridge-gardens/house-6,realestate.com.au
"Guide $2,249,966",2249966.0,"649 High St, Cambridge Gardens NSW 2587",Cambridge Gardens,2,3,2,Villa,https://www.realestate.com.au/property/cambridge-gardens/villa-7,realestate.com.au
"$1,304,906 - $1,563,843",1304906.0,"18 Railway St, Cambridge Gardens NSW 2527",Cambridge Gardens,2,3,1,Townhouse,https://www.rent.com.au/property/cambridge-gardens/townhouse-8,rent.com.au
"$2,362,181 - $2,566,203",2362181.0,"733 Park Ave, Cambridge Gardens NSW 2125",Cambridge Gardens,5,3,0,Penthouse,https://www.realestate.com.au/property/cambridge-gardens/penthouse-9,realestate.com.au
"$1,854,920 ONO",1854920.0,"18 Victoria St, Cambridge Gardens NSW 2669",Cambridge Gardens,6,4,1,Penthouse,https://www.domain.com.au/property/cambridge-gardens/penthouse-10,domain.com.au
"Guide $2,159,365",2159365.0,"624 George St, Cambridge Gardens NSW 2438",Cambridge Gardens,5,3,2,Townhouse,https://www.rent.com.au/property/cambridge-gardens/townhouse-11,rent.com.au
"$1,784,265 - $1,834,762",1784265.0,"27 Pacific Highway, Cambridge Gardens NSW 2345",Cambridge Gardens,5,2,0,Penthouse,https://www.domain.com.au/property/cambridge-gardens/penthouse-12,domain.com.au
"$1,086,505",1086505.0,"319 Main St, Cambridge Gardens NSW 2303",Cambridge Gardens,0,1,2,Studio,https://www.realestate.com.au/property/cambridge-gardens/studio-15,realestate.com.au
"$1,012,574 ONO",1012574.0,"963 George St, Cambridge Gardens NSW 2927",Cambridge Gardens,2,3,2,Townhouse,https://www.rent.com.au/property/cambridge-gardens/townhouse-16,rent.com.au
"$1,443,864 ONO",1443864.0,"545 Elizabeth St, Cambridge Gardens NSW 2716",Cambridge Gardens,2,2,0,House,https://www.realestate.com.au/property/cambridge-gardens/house-17,realestate.com.au
"$1,567,871 ONO",1567871.0,"987 James St, Cambridge Gardens NSW 2220",Cambridge Gardens,0,1,3,Studio,https://www.rent.com.au/property/cambridge-gardens/studio-18,rent.com.au
"From $748,135",748135.0,"118 Pacific Highway, Cambridge Gardens NSW 2180",Cambridge Gardens,0,1,2,Studio,https://www.realestateview.com.au/property/cambridge-gardens/studio-20,realestateview.com.au
"$2,136,914 ONO",2136914.0,"336 Pacific Highway, Cambridge Gardens NSW 2749",Cambridge Gardens,4,1,1,Apartment / Unit / Flat,https://www.domain.com.au/property/cambridge-gardens/apartment--unit--flat-21,domain.com.au
"From $1,523,347",1523347.0,"174 Railway St, Cambridge Gardens NSW 2062",Cambridge Gardens,1,2,2,Villa,https://www.rent.com.au/property/cambridge-gardens/villa-22,rent.com.au
"$1,523,538 ONO",1523538.0,"450 Albert St, Cambridge Gardens NSW 2295",Cambridge Gardens,2,2,1,House,https://www.domain.com.au/property/cambridge-gardens/house-23,domain.com.au
"Guide $1,669,884",1669884.0,"210 Park Ave, Cambridge Gardens NSW 2072",Cambridge Gardens,2,2,0,Townhouse,https://www.realestateview.com.au/property/cambridge-gardens/townhouse-24,realestateview.com.au
