price,price_numeric,address,suburb,bedrooms,bathrooms,parking,property_type,link,source
"Guide $1,645,361",1645361.0,"649 The Boulevarde, Moorebank NSW 2199",Moorebank,6,2,2,Penthouse,https://www.realestateview.com.au/property/moorebank/penthouse-0,realestateview.com.au
"$1,434,752",1434752.0,"916 Church St, Moorebank NSW 2625",Moorebank,4,2,3,Apartment / Unit / Flat,https://www.realestateview.com.au/property/moorebank/apartment--unit--flat-1,realestateview.com.au
"$1,671,523 - $1,863,461",1671523.0,"725 King St, Moorebank NSW 2305",Moorebank,5,1,0,Villa,https://www.domain.com.au/property/moorebank/villa-2,domain.com.au
"Guide $2,065,247",2065247.0,"349 George St, Moorebank NSW 2082",Moorebank,2,1,2,Townhouse,https://www.rent.com.au/property/moorebank/townhouse-3,rent.com.au
"$1,790,916 - $1,933,266",1790916.0,"74 Church St, Moorebank NSW 2237",Moorebank,4,2,2,Villa,https://www.realestateview.com.au/property/moorebank/villa-4,realestateview.com.au
"$2,397,934 - $2,594,674",2397934.0,"678 King St, Moorebank NSW 2820",Moorebank,2,2,1,House,https://www.realestate.com.au/property/moorebank/house-5,realestate.com.au
"$599,062 - $699,702",599062.0,"914 Military Rd, Moorebank NSW 2825",Moorebank,3,2,1,Townhouse,https://www.domain.com.au/property/moorebank/townhouse-6,domain.com.au
"From $737,287",737287.0,"990 Beach Rd, Moorebank NSW 2255",Moorebank,1,1,1,Villa,https://www.realestate.com.au/property/moorebank/villa-7,realestate.com.au
"$1,716,232",1716232.0,"200 Church St, Moorebank NSW 2797",Moorebank,4,1,3,Villa,https://www.rent.com.au/property/moorebank/villa-8,rent.com.au
"Guide $590,065",590065.0,"133 Elizabeth St, Moorebank NSW 2229",Moorebank,1,2,4,Townhouse,https://www.realestate.com.au/property/moorebank/townhouse-9,realestate.com.au
"$1,390,688",1390688.0,"821 Main St, Moorebank NSW 2926",Moorebank,1,2,2,Villa,https://www.realestate.com.au/property/moorebank/villa-10,realestate.com.au
"$1,957,216",1957216.0,"58 Elizabeth St, Moorebank NSW 2567",Moorebank,3,4,0,Penthouse,https://www.domain.com.au/property/moorebank/penthouse-11,domain.com.au
"From $1,774,329",1774329.0,"629 King St, Moorebank NSW 2211",Moorebank,3,1,1,Villa,https://www.rent.com.au/property/moorebank/villa-13,rent.com.au
"$2,416,069",2416069.0,"694 William St, Moorebank NSW 2752",Moorebank,4,2,0,House,https://www.realestateview.com.au/property/moorebank/house-14,realestateview.com.au
"$2,404,875 ONO",2404875.0,"702 George St, Moorebank NSW 2153",Moorebank,5,2,0,Penthouse,https://www.rent.com.au/property/moorebank/penthouse-15,rent.com.au
"From $773,983",773983.0,"924 King St, Moorebank NSW 2788",Moorebank,3,2,1,Villa,https://www.domain.com.au/property/moorebank/villa-16,domain.com.au
"From $2,259,148",2259148.0,"177 Princes Highway, Moorebank NSW 2874",Moorebank,4,1,1,Apartment / Unit / Flat,https://www.realestateview.com.au/property/moorebank/apartment--unit--flat-18,realestateview.com.au
"Guide $1,057,622",1057622.0,"24 Church St, Moorebank NSW 2414",Moorebank,3,2,0,Apartment / Unit / Flat,https://www.rent.com.au/property/moorebank/apartment--unit--flat-19,rent.com.au
"Guide $1,413,844",1413844.0,"217 Queen St, Moorebank NSW 2758",Moorebank,0,1,2,Studio,https://www.rent.com.au/property/moorebank/studio-20,rent.com.au
"$1,103,469",1103469.0,"234 Ocean Rd, Moorebank NSW 2159",Moorebank,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/property/moorebank/apartment--unit--flat-21,domain.com.au
"$633,297 ONO",633297.0,"810 The Boulevarde, Moorebank NSW 2077",Moorebank,5,3,3,Townhouse,https://www.realestate.com.au/property/moorebank/townhouse-24,realestate.com.au
